   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,  Total  ,Comment  ,Location,Sample,Type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #,Mg,Fe,Ca
58,23.758,52.872,0,2.696,0.036,0.865,0.273,0.038,0.063,19.144,,99.731,mrwy88_ol6_5 ,HM,MRWY88,Cumul,1.302795062,1.944860722,0,0.116877301,0.001046971,0.026949931,0.010759504,0.001051578,0.00186415,0.588920344,0,0.688684491,68.47896153,30.95548547,0.565553004
59,23.675,52.475,0.008,3.45,0.05,0.882,0.312,0.018,0.065,19.091,,99.997,mrwy88_ol6_6 ,HM,MRWY88,Cumul,1.294886103,1.925265242,0.000569069,0.149177985,0.001450366,0.027408515,0.012264774,0.000496828,0.001918355,0.585771052,0,0.688528528,68.40673579,30.94533605,0.647928155
60,23.893,53.058,0.009,3.461,0.015,0.912,0.503,0.037,0.062,18.886,,100.832,mrwy88_ol6_7 ,HM,MRWY88,Cumul,1.294503066,1.928323156,0.000634174,0.148244319,0.000431012,0.028073889,0.019586812,0.00101164,0.001812584,0.574023975,0,0.692793327,68.56064658,30.40197888,1.03737454
61,24.108,53.432,0.007,3.144,0.013,0.892,0.342,0.059,0.024,18.689,,100.714,mrwy88_ol6_8 ,HM,MRWY88,Cumul,1.304948994,1.940127741,0.000492792,0.134542332,0.0003732,0.027432952,0.013305213,0.00161167,0.000700999,0.567513326,0,0.696916023,69.19988656,30.09455388,0.705559566
62,23.906,53.14,0.031,2.989,0.031,0.904,0.884,0.512,0.022,18.501,,100.889,mrwy88_ol6_9 ,HM,MRWY88,Cumul,1.294021848,1.929535551,0.002182378,0.12791005,0.000889943,0.027802155,0.034391438,0.01398609,0.000642586,0.561807513,0,0.697274154,68.45876674,29.721793,1.819440256
63,24.074,53.432,0.006,3.022,0.02,0.932,0.53,0.042,0.047,18.625,,100.716,mrwy88_ol6_10 ,HM,MRWY88,Cumul,1.30377387,1.941118228,0.000422609,0.129387564,0.000574447,0.028677762,0.020629717,0.001147876,0.001373491,0.56585863,0,0.697342323,68.97317517,29.93545685,1.091367988
64,24.061,53.592,0.018,3.186,0.028,0.892,0.447,0.051,0.068,19.013,,101.34,mrwy88_ol6_11 ,HM,MRWY88,Cumul,1.296446456,1.937034775,0.001261383,0.135715904,0.000800138,0.027307447,0.017310588,0.001386765,0.001977078,0.574710598,0,0.692858172,68.65071062,30.43264207,0.916647304
65,23.821,53.258,0.003,3.525,0.029,0.859,0.539,0.053,0.029,18.76,,100.865,mrwy88_ol6_12 ,HM,MRWY88,Cumul,1.288242233,1.932052564,0.000211005,0.150709533,0.000831767,0.02639405,0.020950273,0.001446455,0.000846271,0.569151682,0,0.693575134,68.5839284,30.30071302,1.115358578
66,24.085,53.234,0.009,2.737,0.021,0.915,0.234,0.585,0.054,19.357,,101.23,mrwy88_ol6_13 ,HM,MRWY88,Cumul,1.302603501,1.931306631,0.000633055,0.117026562,0.000602353,0.028116549,0.009095882,0.015966624,0.001575917,0.587301739,0,0.689242759,68.59414068,30.92687686,0.478982454
67,24.057,53.444,0.009,3.167,0.007,0.893,0.321,0.034,0.053,18.809,,100.801,mrwy88_ol6_14 ,HM,MRWY88,Cumul,1.30181127,1.940001452,0.000633407,0.135487329,0.000200896,0.027455752,0.01248461,0.00092849,0.001547592,0.570991852,0,0.695113787,69.05106568,30.2867219,0.66221243
68,24.247,54.165,0.007,2.438,0.02,0.926,0.263,0.03,0.022,18.905,,101.026,mrwy88_ol6_15 ,HM,MRWY88,Cumul,1.308411099,1.960656418,0.000491267,0.104007335,0.000572377,0.028390466,0.010200121,0.000816957,0.000640594,0.572295768,0,0.695701771,69.19489467,30.26567525,0.539430088
69,23.826,53.176,0.018,3.658,0.028,0.895,0.355,0.065,0.049,18.871,,100.928,mrwy88_ol6_16 ,HM,MRWY88,Cumul,1.288105709,1.92846861,0.001265629,0.156346487,0.000802831,0.027491519,0.01379406,0.001773395,0.001429455,0.572338457,0,0.692364615,68.72689349,30.53712431,0.735982195
70,23.969,53.228,0,3.39,0.024,0.922,0.359,0.049,0.006,18.839,,100.787,mrwy88_ol6_17 ,HM,MRWY88,Cumul,1.297696167,1.933124369,0,0.145099817,0.000689129,0.028361511,0.013969502,0.001338785,0.000175286,0.572187807,0,0.69399823,68.88519642,30.37326489,0.741538685
71,24.428,54.014,0.001,2.688,0.03,0.998,0.267,0.037,0.044,18.594,,101.081,mrwy88_ol6_18 ,HM,MRWY88,Cumul,1.316199119,1.952255097,7.01E-05,0.114500401,0.000857277,0.030551994,0.010339709,0.001006067,0.001279265,0.562036029,0,0.700763757,69.69271637,29.75979624,0.54748739
72,24.174,53.802,0.004,2.859,0.014,0.93,0.276,0.058,0.045,19.196,,101.354,mrwy88_ol6_19 ,HM,MRWY88,Cumul,1.302737204,1.944926794,0.000280351,0.121805392,0.000400131,0.028475187,0.010690075,0.00157735,0.001308564,0.580332223,0,0.691815812,68.79105834,30.64445207,0.564489585
73,24.166,53.746,0.011,2.607,0.033,0.946,0.412,0.044,0.05,18.848,,100.849,mrwy88_ol6_20 ,HM,MRWY88,Cumul,1.307733996,1.951000278,0.000774178,0.111532062,0.000947097,0.029085807,0.016024159,0.001201597,0.00146002,0.57218644,0,0.695632629,68.97532762,30.17949163,0.845180747
74,24.378,54.118,0.003,2.59,0.01,0.912,0.258,0.061,0.079,18.772,,101.178,mrwy88_ol6_21 ,HM,MRWY88,Cumul,1.312958731,1.955200421,0.00021014,0.110280018,0.00028564,0.027907644,0.009987024,0.001657962,0.002295906,0.567180374,0,0.698330633,69.46408027,30.00754103,0.528378699
75,23.977,53.828,0.011,2.736,0.021,0.939,0.267,0.044,0.025,19.061,,100.906,mrwy88_ol7_1 ,HM,MRWY88,Cumul,1.296778253,1.952880461,0.000773744,0.116985229,0.00060236,0.028854384,0.010378761,0.001200923,0.0007296,0.578327978,0,0.691575886,68.77690666,30.67263756,0.550455779
76,23.922,53.773,0,2.777,0.03,0.909,0.261,0.055,0.042,19.008,,100.767,mrwy88_ol7_2 ,HM,MRWY88,Cumul,1.29509916,1.952838566,0,0.118857195,0.000861376,0.027960488,0.01015569,0.001502657,0.001226956,0.577297405,0,0.691679949,68.79485853,30.66567758,0.539463892
77,23.957,53.808,0.004,2.787,0.057,0.937,0.289,0.047,0.025,18.983,,100.855,mrwy88_ol7_3 ,HM,MRWY88,Cumul,1.295560165,1.95194935,0.000281332,0.119153329,0.001634805,0.028789895,0.011232757,0.001282669,0.000729523,0.575900754,0,0.692272092,68.81417734,30.58919043,0.596632231
78,24.075,53.771,0.013,2.749,0.065,0.957,0.261,0.029,0.051,19.264,,101.17,mrwy88_ol7_4 ,HM,MRWY88,Cumul,1.299829665,1.947443213,0.000912845,0.117338072,0.001861228,0.029356712,0.010128008,0.00079015,0.001485814,0.583477702,0,0.690184559,68.64927539,30.81582345,0.534901169
79,24.267,53.963,0.008,2.68,0.056,0.963,0.37,0.064,0.043,18.787,,101.161,mrwy88_ol7_5 ,HM,MRWY88,Cumul,1.307812605,1.950841813,0.000560729,0.114184797,0.001600602,0.029487031,0.014331595,0.001740608,0.001250466,0.567994997,0,0.697199758,69.19133825,30.05043214,0.758229614
80,24.111,53.898,0.011,2.566,0.031,0.932,0.383,0.041,0.018,18.896,,100.864,mrwy88_ol7_6 ,HM,MRWY88,Cumul,1.303857511,1.955168092,0.000773644,0.109702272,0.000889084,0.028635591,0.014885967,0.001118898,0.000525244,0.573247852,0,0.694610722,68.91456054,30.29865111,0.786788349
81,23.426,53.566,0.023,2.643,0.015,0.748,0.891,0.055,0.095,19.371,,100.827,mrwy88_ol8_1 ,HM,MRWY88,Cumul,1.272103594,1.951237342,0.001624373,0.113465953,0.000431998,0.023078165,0.034774863,0.001507227,0.002783697,0.590111432,0,0.683113162,67.05906036,31.1077795,1.833160148
82,23.738,53.414,0,2.633,0.004,0.789,0.287,0.05,0.104,19.699,,100.726,mrwy88_ol8_2 ,HM,MRWY88,Cumul,1.290851046,1.948424799,0,0.113194917,0.000115361,0.024377229,0.011217014,0.001372125,0.003051683,0.600943762,0,0.682341996,67.83200349,31.57856169,0.589434829
83,23.544,53.429,0.009,2.737,0.008,0.768,0.293,0.037,0.063,19.7,,100.607,mrwy88_ol8_3 ,HM,MRWY88,Cumul,1.281274785,1.950453572,0.000636998,0.117755415,0.000230897,0.023746444,0.011460222,0.001016144,0.001850021,0.601431129,0,0.680549615,67.64321042,31.75176229,0.605027286
84,23.397,53.548,0.026,2.423,0.003,0.776,0.701,0.04,0.116,19.426,,100.457,mrwy88_ol8_4 ,HM,MRWY88,Cumul,1.275321605,1.957939814,0.001843175,0.104413587,8.67E-05,0.02403237,0.027462555,0.0011003,0.003411863,0.594019323,0,0.682230612,67.2353049,31.31686167,1.44783343
85,23.556,53.414,0.008,2.729,0.009,0.749,0.591,0.045,0.116,19.437,,100.647,mrwy88_ol8_5 ,HM,MRWY88,Cumul,1.281055786,1.948579547,0.000565835,0.117331357,0.000259582,0.023143213,0.023100286,0.001235011,0.003404071,0.592998203,0,0.683574643,67.52512449,31.25724728,1.217628227
86,23.824,53.316,0.012,2.818,0.008,0.761,0.354,0.036,0.127,19.643,,100.891,mrwy88_ol8_6 ,HM,MRWY88,Cumul,1.293370747,1.941612028,0.000847273,0.120946527,0.000230337,0.023472986,0.013812586,0.000986285,0.00372037,0.598237752,0,0.683741243,67.87847352,31.39661658,0.724909894
87,23.5,53.388,0.002,2.689,0.008,0.746,0.43,0.048,0.13,19.565,,100.509,mrwy88_ol8_7 ,HM,MRWY88,Cumul,1.280076064,1.950779159,0.000141687,0.115798458,0.000231113,0.023087775,0.016834482,0.001319474,0.003821073,0.597868143,0,0.681636898,67.55807799,31.5534551,0.888466909
88,23.903,53.938,0.02,2.502,0.03,0.777,0.233,0.029,0.144,19.59,,101.143,mrwy88_ol8_8 ,HM,MRWY88,Cumul,1.29232804,1.956193158,0.001406319,0.106942842,0.000860216,0.023868037,0.009053983,0.000791243,0.004201041,0.59417235,0,0.685039901,68.17678557,31.34557144,0.477642991
89,22.67,53.593,0.083,2.914,0.054,0.672,0.511,0.029,0.157,18.471,,99.106,mrwy88_ol8_9 ,HM,MRWY88,Cumul,1.243910989,1.972615283,0.005923105,0.126407078,0.001571439,0.020949921,0.020152181,0.000803022,0.004648486,0.568572484,0,0.686301976,67.87552047,31.02485118,1.099628358
90,23.338,53.742,0.055,2.465,0.02,0.732,1.31,0.052,0.165,18.914,,100.792,mrwy88_ol8_10 ,HM,MRWY88,Cumul,1.266955102,1.957077188,0.003883237,0.105793399,0.000575829,0.022577924,0.051113105,0.001424599,0.004833432,0.576021402,0,0.687450491,66.88992411,30.41151798,2.698557907
91,23.5,53.698,0.01,2.491,0.009,0.782,0.284,0.051,0.151,19.868,,100.852,mrwy88_ol8_11 ,HM,MRWY88,Cumul,1.27674994,1.957008155,0.000706597,0.1069931,0.000259326,0.024139044,0.011089698,0.001398298,0.004426791,0.605549683,0,0.678292618,67.43198169,31.98231217,0.585706143
92,23.695,53.863,0.007,2.516,0.014,0.752,0.438,0.035,0.168,19.547,,101.025,mrwy88_ol8_12 ,HM,MRWY88,Cumul,1.283223684,1.956738243,0.000493034,0.107720993,0.000402105,0.023138693,0.017048381,0.000956545,0.004909407,0.593859095,0,0.683626582,67.74735091,31.35258571,0.900063383
93,23.224,53.492,0.026,2.179,0.014,0.775,1.005,0.033,0.097,19.237,,100.076,mrwy88_ol8_13 ,HM,MRWY88,Cumul,1.270904326,1.963637024,0.001850473,0.094270785,0.000406322,0.024096439,0.03952804,0.000911342,0.002864321,0.590569245,0,0.682740999,66.85445816,31.06621485,2.079326989
94,22.957,51.657,0.019,2.155,0.013,0.773,0.668,0.276,0.11,23.108,,101.74,mrwy88_ol8_14 ,HM,MRWY88,Cumul,1.262998845,1.906397856,0.001359487,0.093730116,0.000379313,0.024162543,0.026413604,0.007662819,0.003265537,0.713194235,0,0.639107007,63.06774341,35.61329545,1.318961135
95,22.596,53.282,0.101,2.473,0.007,0.717,2.437,0.079,0.09,18.284,,100.067,mrwy88_ol8_15 ,HM,MRWY88,Cumul,1.236691269,1.956170872,0.007189268,0.107003481,0.000203186,0.022295859,0.095862475,0.002181968,0.002657947,0.561382134,0,0.687786865,65.29742023,29.64103171,5.061548062
96,23.567,53.334,0.003,2.383,0.013,0.761,0.332,0.04,0.051,19.792,,100.274,mrwy88_ol8_16 ,HM,MRWY88,Cumul,1.287805524,1.954999629,0.000213207,0.102947092,0.000376752,0.023626858,0.013039095,0.001103056,0.0015038,0.606726983,0,0.679748444,67.5102063,31.80624951,0.683544189
97,23.281,53.564,0.015,2.47,0,0.767,0.575,0.033,0.127,19.622,,100.454,mrwy88_ol8_17 ,HM,MRWY88,Cumul,1.269404457,1.95915109,0.00106371,0.106472978,0,0.023761239,0.02253355,0.000908038,0.003736596,0.60020458,0,0.678967865,67.08820285,31.7208959,1.190901248
98,23.181,53.179,0.017,3.063,0.004,0.725,0.688,0.041,0.106,19.699,,100.699,mrwy88_ol8_18 ,HM,MRWY88,Cumul,1.26179078,1.941743634,0.001203477,0.131809356,0.000115473,0.022421699,0.026915782,0.001126239,0.003113401,0.601529608,0,0.677173281,66.75307562,31.82298687,1.423937509
99,23.313,53.585,0.002,2.815,0.01,0.792,0.302,0.037,0.087,19.744,,100.688,mrwy88_ol8_19 ,HM,MRWY88,Cumul,1.267260384,1.953923116,0.000141394,0.120973474,0.000288293,0.024460662,0.011798805,0.001014988,0.002551884,0.602088709,0,0.677915317,67.36633442,32.00645255,0.627213034
100,23.397,53.599,0.025,2.345,0,0.76,0.657,0.036,0.096,19.63,,100.562,mrwy88_ol8_20 ,HM,MRWY88,Cumul,1.274953437,1.959238819,0.001771772,0.101023185,0,0.023530062,0.025731369,0.000989984,0.002822796,0.600084065,0,0.679961566,67.07566902,31.57059621,1.353734777
101,23.328,53.271,0.022,2.795,0.002,0.764,0.758,0.059,0.105,19.571,,100.683,mrwy88_ol8_21 ,HM,MRWY88,Cumul,1.270108399,1.945587071,0.001557828,0.120306517,5.78E-05,0.023633714,0.029661688,0.001621089,0.003084797,0.597769764,0,0.6799739,66.93447824,31.50235626,1.563165494
102,26.186,52.988,0.001,4.267,0,0.341,0.287,0.018,0.058,15.867,,100.052,mrwy106_ol1_1 ,HM,MRWY106,Cumul,1.40675567,1.909517221,6.99E-05,0.181224209,0,0.010408286,0.011081404,0.000487993,0.001681325,0.478191639,0,0.746310342,74.19485055,25.22069607,0.584453382
103,26.057,52.879,0.007,4.321,0.007,0.297,0.304,0.025,0.072,15.988,,99.989,mrwy106_ol1_2 ,HM,MRWY106,Cumul,1.401482075,1.907844213,0.00048966,0.183734817,0.000199677,0.009076009,0.011751684,0.00067857,0.002089631,0.482408465,0,0.743929674,73.93178192,25.44828655,0.619931526
104,26.375,52.833,0.009,4.246,0.018,0.309,0.281,0.022,0.036,15.506,,99.668,mrwy106_ol1_3 ,HM,MRWY106,Cumul,1.420179264,1.908325755,0.00063027,0.180748519,0.000514031,0.009453323,0.010874778,0.000597813,0.001045989,0.46839055,0,0.751986637,74.76813327,24.65934264,0.572524094
105,26.386,53.352,0.006,4.204,0.06,0.289,0.265,0.02,0.032,15.785,,100.369,mrwy106_ol1_4 ,HM,MRWY106,Cumul,1.410412367,1.913021252,0.000417117,0.17765577,0.001700943,0.008776992,0.010180798,0.000539503,0.000922989,0.473341717,0,0.748724252,74.46995042,24.99250219,0.537547392
106,26.325,53.32,0.007,4.122,0.085,0.295,0.243,0.011,0.03,15.608,,100.015,mrwy106_ol1_5 ,HM,MRWY106,Cumul,1.410954091,1.917040045,0.000487951,0.174661245,0.002416181,0.008983423,0.009360826,0.000297529,0.000867641,0.469298759,0,0.75040657,74.66891827,24.83569869,0.495383038
107,26.063,53.214,0.003,4.191,0.076,0.311,0.295,0.008,0.03,15.885,,100.035,mrwy106_ol1_6 ,HM,MRWY106,Cumul,1.398577105,1.915510146,0.000209371,0.177796714,0.002162926,0.009481952,0.011377515,0.000216642,0.000868675,0.478197031,0,0.745202674,74.07122751,25.3261983,0.602574199
108,26.185,53.18,0.006,4.238,0.047,0.294,0.261,0.004,0.057,15.88,,100.153,mrwy106_ol1_7 ,HM,MRWY106,Cumul,1.404061034,1.912838404,0.000418426,0.179654633,0.001336587,0.008956866,0.010058594,0.000108239,0.001649234,0.477684943,0,0.746148019,74.21808018,25.25022672,0.531693099
109,26.143,53.327,0.004,4.106,0.035,0.302,0.291,0.008,0.046,15.979,,100.234,mrwy106_ol1_8 ,HM,MRWY106,Cumul,1.400962816,1.916968069,0.000278782,0.173953908,0.00099473,0.009195037,0.011207985,0.000216348,0.001330158,0.480372822,0,0.744663944,74.02539095,25.38239098,0.592218069
110,26.025,53.247,0.004,4.133,0.02,0.289,0.287,0.01,0.03,16.092,,100.144,mrwy106_ol1_9 ,HM,MRWY106,Cumul,1.396619308,1.916809657,0.000279178,0.175346366,0.000569224,0.008811716,0.011069617,0.000270819,0.000868726,0.484456708,0,0.742457666,73.8114067,25.60356346,0.585029841
111,26.425,53.683,0.012,4.195,0.033,0.312,0.21,0.015,0.064,15.709,,100.655,mrwy106_ol2_1 ,HM,MRWY106,Cumul,1.407507089,1.918089702,0.000831286,0.176649178,0.000932214,0.009442033,0.008039301,0.000403198,0.001839457,0.46939859,0,0.749908269,74.67099063,24.90250882,0.426500545
112,26.38,53.874,0.003,4.079,0.038,0.319,0.218,0.022,0.055,16.042,,101.026,mrwy106_ol2_2 ,HM,MRWY106,Cumul,1.401743421,1.92030184,0.000207324,0.171352916,0.001070886,0.009630742,0.008325563,0.00058994,0.001576996,0.478200354,0,0.745630502,74.23429449,25.3247958,0.440909713
113,26.437,53.431,0.013,4.399,0.026,0.317,0.219,0.01,0.029,15.9,,100.783,mrwy106_ol2_3 ,HM,MRWY106,Cumul,1.408103276,1.909027485,0.000900532,0.185233853,0.000734449,0.009593055,0.008383586,0.000268791,0.000833478,0.475091334,0,0.747720532,74.44065909,25.11613501,0.443205899
114,26.369,53.34,0,3.875,0.017,0.289,0.2,0.021,0.047,15.637,,99.802,mrwy106_ol2_4 ,HM,MRWY106,Cumul,1.416849949,1.922559329,0,0.164606115,0.000484446,0.008822738,0.007723668,0.000569431,0.001362706,0.471347579,0,0.750371679,74.73147894,24.8611377,0.407383365
115,26.118,53.48,0.012,4.484,0.03,0.301,0.629,0.013,0.03,15.7,,100.796,mrwy106_ol2_5 ,HM,MRWY106,Cumul,1.390778853,1.910319903,0.000831061,0.188767761,0.000847238,0.009106678,0.024073109,0.000349344,0.000862012,0.469002826,0,0.747818343,73.82622386,24.89591176,1.277864371
116,26.396,53.547,0.01,4.386,0.018,0.33,0.252,0.027,0.04,15.748,,100.784,mrwy106_ol2_6 ,HM,MRWY106,Cumul,1.405173293,1.912156581,0.000692349,0.184588421,0.000508195,0.009981161,0.009641746,0.000725349,0.001149015,0.470299827,0,0.749236701,74.54046001,24.9480727,0.511467294
117,26.639,54.146,0.004,3.752,0.032,0.322,0.235,0.013,0.061,15.859,,101.071,mrwy106_ol2_7 ,HM,MRWY106,Cumul,1.413785062,1.927650923,0.000276095,0.157424514,0.000900703,0.009709496,0.008963894,0.000348177,0.001746905,0.472170572,0,0.749638558,74.6092402,24.917711,0.473048795
118,26.26,53.898,0.009,3.98,0.038,0.318,0.27,0.019,0.034,16.459,,101.274,mrwy106_ol2_8 ,HM,MRWY106,Cumul,1.39468671,1.920220632,0.000621667,0.167112552,0.001070364,0.009595871,0.01030645,0.000509245,0.000974395,0.490391611,0,0.739856108,73.58330255,25.87293189,0.543765559
119,26.306,53.785,0.008,4.06,0.042,0.297,0.281,0.019,0.077,15.915,,100.775,mrwy106_ol2_9 ,HM,MRWY106,Cumul,1.400777747,1.921198027,0.000554036,0.170916705,0.001186123,0.008985582,0.010754349,0.000510575,0.002212479,0.475421379,0,0.746603987,74.23488528,25.19518287,0.569931845
120,26.503,53.652,0.009,4.506,0.023,0.295,0.218,0.015,0.087,15.638,,100.96,mrwy106_ol2_10 ,HM,MRWY106,Cumul,1.407115058,1.910807912,0.000621456,0.189134093,0.000647632,0.00889881,0.008318681,0.0004019,0.002492458,0.465772055,0,0.751307993,74.79857136,24.75922926,0.442199389
121,25.792,53.334,0.017,4.614,0.028,0.317,0.331,0.013,0.013,16.416,,100.872,mrwy106_ol2_11 ,HM,MRWY106,Cumul,1.375600372,1.90813001,0.001179206,0.19454896,0.000792011,0.009605984,0.01268816,0.000349899,0.000374132,0.491170476,0,0.736887644,73.19129421,26.13360941,0.675096379
122,26.253,53.597,0.001,4.47,0.027,0.313,0.228,0.012,0.003,16.003,,100.915,mrwy106_ol2_12 ,HM,MRWY106,Cumul,1.396247148,1.912143066,6.92E-05,0.187946803,0.000761576,0.009458081,0.008715285,0.000322074,8.61E-05,0.477465957,0,0.745176593,74.17265676,25.36436229,0.46298095
123,26.286,54.187,0.012,3.501,0.029,0.323,0.227,0.006,0.058,16.168,,100.799,mrwy106_ol2_13 Line 001 ,HM,MRWY106,Cumul,1.400418614,1.936533523,0.000831473,0.147458408,0.000819403,0.009777126,0.008692058,0.000161316,0.001667383,0.483222689,0,0.743463531,74.00485787,25.53581197,0.459330158
124,26.316,54.161,0.006,3.501,0.036,0.327,0.219,0.014,0.038,16.09,,100.685,mrwy106_ol2_13 Line 002 ,HM,MRWY106,Cumul,1.402679092,1.936518548,0.000415933,0.147528055,0.00101767,0.00990288,0.00838969,0.000376581,0.001092939,0.481118588,0,0.744601773,74.13003142,25.42658276,0.44338582
125,26.356,54.147,0.016,3.514,0.021,0.291,0.223,0.018,0.059,16.103,,100.743,mrwy106_ol2_13 Line 003 ,HM,MRWY106,Cumul,1.40435845,1.935394103,0.001108797,0.148028143,0.000593449,0.008809815,0.008540174,0.000484019,0.001696385,0.481352145,0,0.744736999,74.13793743,25.41121551,0.45084706
126,26.064,54.047,0.006,3.474,0.021,0.317,0.232,0.027,0.044,16.11,,100.352,mrwy106_ol2_13 Line 004 ,HM,MRWY106,Cumul,1.394420811,1.939639064,0.000417482,0.146935475,0.000595852,0.009635791,0.008920807,0.000728968,0.001270222,0.483510573,0,0.742530224,73.90196315,25.62524903,0.472787811
127,26.278,54.214,0.006,3.469,0.029,0.309,0.244,0.015,0.059,16.075,,100.694,mrwy106_ol2_13 Line 005 ,HM,MRWY106,Cumul,1.400638009,1.938391924,0.000415928,0.146177981,0.000819781,0.009357663,0.009347313,0.000403475,0.001696913,0.480664698,0,0.744504329,74.08235231,25.42325088,0.494396811
128,26.227,54.225,0.003,3.468,0.031,0.358,0.238,0.019,0.058,15.929,,100.549,mrwy106_ol2_13 Line 006 ,HM,MRWY106,Cumul,1.399071397,1.940382563,0.000208135,0.146256242,0.000877039,0.010850497,0.009124973,0.000511489,0.001669526,0.476691513,0,0.745867929,74.2257091,25.29017865,0.484112253
129,26.194,54.202,0.011,3.416,0.035,0.322,0.282,0.007,0.046,16.002,,100.496,mrwy106_ol2_13 Line 007 ,HM,MRWY106,Cumul,1.398350398,1.941002256,0.000763731,0.144170402,0.000990942,0.009766645,0.010819985,0.000188584,0.001325092,0.47923232,0,0.744761008,74.04937495,25.37765482,0.572970234
130,25.84,53.915,0.037,3.417,0.018,0.278,0.784,0.015,0.034,16.018,,100.375,mrwy106_ol2_13 Line 008 ,HM,MRWY106,Cumul,1.384232153,1.937414626,0.002577815,0.144712305,0.000511393,0.008461289,0.030185326,0.000405508,0.00098281,0.4813737,0,0.741974598,73.01606678,25.39170482,1.592228402
131,23.414,53.696,0.163,3.181,0.03,0.303,5.52,0.018,0.054,14.349,,100.72,mrwy106_ol2_13 Line 009 ,HM,MRWY106,Cumul,1.258910247,1.936678942,0.011398307,0.135215626,0.000855473,0.009256293,0.213315106,0.000488409,0.001566704,0.432811146,0,0.744159323,66.0832613,22.71930989,11.19742881
132,17.081,52.991,0.333,2.38,,0.24,18.106,0.048,0.017,9.069,,100.285,mrwy106_ol2_13 Line 010 ,HM,MRWY106,Cumul,0.935876134,1.947617803,0.023729189,0.103092269,0,0.007471222,0.713002371,0.001327205,0.000502606,0.278754654,0,0.770502562,48.55053097,14.46098045,36.98848858
133,15.907,53.724,0.355,2.292,,0.248,20.037,0.072,0.01,8.354,,101.03,mrwy106_ol2_13 Line 011 ,HM,MRWY106,Cumul,0.865772093,1.961463283,0.025129117,0.098622038,0,0.007669063,0.783811043,0.001977605,0.00029369,0.25507472,0,0.772426779,45.4555179,13.39215435,41.15232775
134,15.969,53.989,0.359,2.296,,0.28,20.193,0.068,0.018,8.323,,101.541,mrwy106_ol2_13 Line 012 ,HM,MRWY106,Cumul,0.864924989,1.961564297,0.025288831,0.098314295,0,0.008616563,0.786076743,0.001858666,0.000526075,0.252893848,0,0.773761329,45.42922406,13.28296838,41.28780756
135,15.825,54.222,0.379,2.331,,0.241,20.123,0.059,0.04,8.274,,101.505,mrwy106_ol2_13 Line 013 ,HM,MRWY106,Cumul,0.856152246,1.967792745,0.026667363,0.099699646,0,0.007407978,0.782462237,0.001610835,0.001167727,0.251119503,0,0.773208787,45.30543726,13.28861656,41.40594618
136,15.906,54.035,0.345,2.346,,0.24,19.999,0.065,0.034,8.616,,101.614,mrwy106_ol2_13 Line 014 ,HM,MRWY106,Cumul,0.861071846,1.962230889,0.0242902,0.100403876,0,0.007381846,0.778126257,0.001775757,0.000993188,0.261662657,0,0.766941644,45.29904894,13.76548261,40.93546845
137,15.866,54.166,0.361,2.382,,0.254,20.086,0.054,0.067,8.38,,101.64,mrwy106_ol2_13 Line 015 ,HM,MRWY106,Cumul,0.857872048,1.964619153,0.025386092,0.101821827,0,0.007803045,0.780570087,0.001473467,0.001954807,0.254188988,0,0.771425327,45.3269545,13.43045588,41.24258962
138,15.838,54.083,0.377,2.392,,0.221,19.904,0.077,0.054,8.422,,101.402,mrwy106_ol2_13 Line 016 ,HM,MRWY106,Cumul,0.858112612,1.965627688,0.026565554,0.10245878,0,0.006803174,0.775082065,0.00210536,0.001578744,0.255986363,0,0.770230143,45.42246581,13.55012343,41.02741076
139,15.989,54.122,0.376,2.403,,0.271,19.928,0.046,0.036,8.439,,101.623,mrwy106_ol2_13 Line 017 ,HM,MRWY106,Cumul,0.864499085,1.962969779,0.026440195,0.102716702,0,0.008325069,0.774408888,0.001255142,0.001050316,0.25597165,0,0.771549901,45.62290262,13.50859691,40.86850046
140,15.874,54.059,0.38,2.421,,0.272,19.775,0.085,0.014,8.383,,101.294,mrwy106_ol2_13 Line 018 ,HM,MRWY106,Cumul,0.860521465,1.965802489,0.026791221,0.103756229,0,0.008377599,0.770469059,0.002325337,0.000409522,0.254936749,0,0.771451099,45.62856041,13.51784627,40.85359333
141,15.983,54.079,0.372,2.457,,0.258,19.671,0.068,0.032,8.484,,101.435,mrwy106_ol2_13 Line 019 ,HM,MRWY106,Cumul,0.865337041,1.964048408,0.026194102,0.105166207,0,0.007936372,0.765449972,0.001857922,0.00093487,0.257682723,0,0.770544802,45.82212914,13.64505439,40.53281647
142,15.95,53.965,0.381,2.48,,0.294,19.534,0.053,0,8.467,,101.159,mrwy106_ol2_13 Line 020 ,HM,MRWY106,Cumul,0.865681135,1.964744077,0.026894026,0.106412588,0,0.009066088,0.761994484,0.00145166,0,0.257800925,0,0.770534008,45.9131214,13.67298501,40.41389359
143,15.99,54.217,0.369,2.452,,0.264,19.546,0.056,0.028,8.419,,101.372,mrwy106_ol2_13 Line 021 ,HM,MRWY106,Cumul,0.865348282,1.968223877,0.025971822,0.104907611,0,0.008117489,0.760262807,0.001529404,0.000817663,0.255599869,0,0.771978865,45.9995344,13.58698599,40.41347961
