   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,  Total  ,Comment  ,Location,Sample,Type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #,Mg,Fe,Ca
72,17.62,54.83,0.225,0.2107,0.0594,0.0631,24.4,0.4188,0.01,2.68,,100.517,mrwy12_cpx8.15 line Line 012,HM,MRWY12,Lava,0.951333087,1.985827335,0.01579948,0.008993636,0.001700901,0.00193567,0.946847207,0.011411035,0.00029134,0.081174409,0,0.921381288,48.06278963,4.101054211,47.83615616
73,17.61,54.64,0.2227,0.2281,0.0641,0.0725,24.38,0.4137,0,2.66,,100.2911,mrwy12_cpx8.15 line Line 013,HM,MRWY12,Lava,0.953133163,1.983816308,0.015676461,0.009760309,0.001840002,0.0022295,0.948399473,0.011299817,0,0.080766917,0,0.921881312,48.08219631,4.074405261,47.84339843
74,17.5,54.71,0.2603,0.2209,0.0508,0.1037,24.26,0.4423,0.0225,2.71,,100.2805,mrwy12_cpx8.15 line Line 014,HM,MRWY12,Lava,0.947266784,1.986540924,0.018324917,0.009453095,0.001458357,0.003189248,0.943818391,0.012082112,0.00065719,0.082292678,0,0.920070009,48.00230138,4.170142996,47.82755563
75,17.2,54.51,0.283,0.2733,0,0.1114,24.2,0.5657,0,3.25,,100.3934,mrwy12_cpx8.15 line Line 015,HM,MRWY12,Lava,0.932333667,1.982054733,0.01995092,0.01171188,0,0.003430864,0.942804538,0.015474647,0,0.098828892,0,0.904157796,47.23146946,5.006612941,47.7619176
76,17.02,54.76,0.2786,0.2322,0,0.0863,24.44,0.4855,0,3.23,,100.5326,mrwy12_cpx8.15 line Line 016,HM,MRWY12,Lava,0.921163029,1.988094043,0.019610634,0.009935351,0,0.002653769,0.950695687,0.013260437,0,0.098070212,0,0.903780403,46.76123166,4.978362931,48.26040541
77,16.99,54.43,0.2759,0.2613,0.0086,0.0837,24.32,0.521,0.0038,3.3,,100.1943,mrwy12_cpx8.15 line Line 017,HM,MRWY12,Lava,0.923234559,1.984054279,0.019498624,0.011225408,0.000247847,0.00258416,0.949829433,0.014287231,0.000111423,0.100598212,0,0.901743513,46.77773925,5.097032886,48.12522786
78,16.53,54.65,0.3287,0.2288,0.0101,0.122,24.43,0.4794,0,3.81,,100.589,mrwy12_cpx8.15 line Line 018,HM,MRWY12,Lava,0.89681658,1.988920766,0.023193381,0.009813657,0.000290615,0.003760676,0.952615449,0.013125639,0,0.115961386,0,0.88550167,45.63038489,5.90016151,48.4694536
79,16.52,54.53,0.3483,0.2169,0.0165,0.1047,24.43,0.4572,0.0052,3.86,,100.4888,mrwy12_cpx8.15 line Line 019,HM,MRWY12,Lava,0.89764292,1.98758452,0.024613911,0.009317452,0.000475492,0.003232329,0.954070379,0.012536937,0.000152465,0.117662621,0,0.884111121,45.58006987,5.974614579,48.44531555
80,14.39,54.36,2.16,0.7002,0.0041,0.1244,20.83,1.238,0.0298,6.49,,100.3265,mrwy12_cpx8.15 line Line 020,HM,MRWY12,Lava,0.788447297,1.997964943,0.153921472,0.030330393,0.000119141,0.003872644,0.820284534,0.034231362,0.000881053,0.199486825,0,0.798076795,43.60353737,11.0322291,45.36423354
81,13.66,52.66,0.7784,1.689,0.0855,0.2772,21.74,0.1809,0.0198,8.87,,99.9608,mrwy12_cpx9.1,HM,MRWY12,Lava,0.760027338,1.965422441,0.05632678,0.07429374,0.002522961,0.008762884,0.869363561,0.005079357,0.000594453,0.276859723,0,0.732989509,39.87027357,14.52378402,45.6059424
82,13.51,52.47,0.7935,1.7758,0.0677,0.3027,21.76,0.2184,0.022,9.2,,100.1201,mrwy12_cpx9.2,HM,MRWY12,Lava,0.752053126,1.959299271,0.057447837,0.078150414,0.001998701,0.009573724,0.870593542,0.006135323,0.00066083,0.287301997,0,0.723576677,39.37556751,15.04239368,45.58203881
83,13.6,52.74,0.7914,1.7007,0.0619,0.3058,22.27,0.178,0.0205,8.53,,100.1983,mrwy12_cpx9.3,HM,MRWY12,Lava,0.754905525,1.963768827,0.057132512,0.074632066,0.00182226,0.009644207,0.888458795,0.00498615,0.000614019,0.265619755,0,0.739722513,39.5448833,13.91419441,46.54092229
84,13.56,53.08,0.7627,1.6207,0.0958,0.2794,22.64,0.1638,0.0068,7.99,,100.1992,mrwy12_cpx9.4,HM,MRWY12,Lava,0.750907845,1.971761613,0.054930592,0.070953471,0.002813575,0.008790806,0.90108706,0.004577544,0.000203194,0.248216917,0,0.751565644,39.51705996,13.06259198,47.42034806
85,13.6,52.67,0.7695,1.8213,0.088,0.3123,22.09,0.2125,0.0253,8.68,,100.2689,mrwy12_cpx9.5,HM,MRWY12,Lava,0.754545978,1.96022832,0.055525056,0.079886307,0.002589378,0.00984451,0.880857982,0.005949732,0.000757428,0.270161943,0,0.736352245,39.59694999,14.17751769,46.22553232
86,13.65,52.03,0.7721,2.73,0.0348,0.2483,22.27,0.3144,0,8.25,,100.2996,mrwy12_cpx10.1,HM,MRWY12,Lava,0.756136242,1.933382441,0.055625578,0.119556752,0.001022381,0.007814829,0.88664751,0.008789043,0,0.256376962,0,0.746791487,39.81423143,13.49948746,46.68628111
87,13.11,51.93,0.8234,2.83,0.0391,0.2316,22.7,0.3379,0.0205,7.75,,99.7725,mrwy12_cpx10.2,HM,MRWY12,Lava,0.729353976,1.937985514,0.059577202,0.124470421,0.001153662,0.007320648,0.907663557,0.009486707,0.000615409,0.241877244,0,0.750958125,38.8182449,12.87337891,48.30837618
88,13.23,52.01,0.8451,2.74,0.0683,0.2277,22.71,0.3232,0.0032,7.86,,100.0175,mrwy12_cpx10.3,HM,MRWY12,Lava,0.73466452,1.937370206,0.061033869,0.120288427,0.002011481,0.007184021,0.906378791,0.009057164,9.59E-05,0.244855246,0,0.750025211,38.95567536,12.98347918,48.06084546
89,13.76,51.91,0.7679,2.74,0.0517,0.2841,20.95,0.3281,0.0132,9.38,,100.185,mrwy12_cpx10.4,HM,MRWY12,Lava,0.764360316,1.934315302,0.055477636,0.120330112,0.001523127,0.008966568,0.836425189,0.009197665,0.000395665,0.29230765,0,0.723368495,40.37626537,15.44074307,44.18299156
90,13.69,51.87,0.8569,2.76,0.0561,0.2658,21.31,0.3167,0.0281,9.16,,100.3136,mrwy12_cpx10.5,HM,MRWY12,Lava,0.759888719,1.931342681,0.061860051,0.12111549,0.001651488,0.008382564,0.850145729,0.00887128,0.000841641,0.285232934,0,0.727081596,40.09401135,15.04974635,44.85624229
91,13.36,52.03,0.8153,2.73,0.056,0.2768,22.52,0.3152,0.016,8.04,,100.1593,mrwy12_cpx10.6,HM,MRWY12,Lava,0.741149765,1.936198521,0.058823457,0.119730894,0.001647607,0.008724508,0.897906844,0.008824241,0.000478954,0.250214925,0,0.747605571,39.22939353,13.24398959,47.52661687
92,12.8,51.96,0.5903,2.07,0.0145,0.3356,22.25,0.224,0.0147,9.51,,99.7691,mrwy12_cpx11.1,HM,MRWY12,Lava,0.717008989,1.952451768,0.043005202,0.091670381,0.000430773,0.010681,0.895793743,0.006332195,0.00044433,0.298849679,0,0.705815692,37.50728872,15.63305532,46.85965595
93,12.94,52.12,0.5893,1.97,0,0.2828,22.76,0.202,0.0288,9.01,,99.9029,mrwy12_cpx11.2,HM,MRWY12,Lava,0.723060063,1.953624291,0.042826257,0.087026273,0,0.008978315,0.914062169,0.005696172,0.000868374,0.282437615,0,0.719106646,37.66801355,14.7136655,47.61832094
94,12.96,52.1,0.6296,2.05,0,0.3161,22.25,0.2293,0,9.24,,99.775,mrwy12_cpx11.3,HM,MRWY12,Lava,0.724800956,1.954555559,0.045794367,0.090638284,0,0.010044159,0.894349255,0.006471567,0,0.289896768,0,0.714302338,37.96663801,15.18541822,46.84794377
95,12.91,52.14,0.5817,1.8798,0,0.3014,22.57,0.1855,0.0026,9.28,,99.851,mrwy12_cpx11.4,HM,MRWY12,Lava,0.722193429,1.956567602,0.042321391,0.083134827,0,0.009579567,0.907449003,0.005236762,7.85E-05,0.291227856,0,0.712629032,37.59719923,15.16124527,47.2415555
96,13.11,52.49,0.5925,1.7209,0.0017,0.321,22.7,0.1721,0.008,8.9,,100.0162,mrwy12_cpx11.5,HM,MRWY12,Lava,0.730858373,1.96292474,0.042958833,0.075845572,5.03E-05,0.010167423,0.909535743,0.004841758,0.000240655,0.278341644,0,0.72419576,38.09062135,14.50651255,47.4028661
97,13.16,52.46,0.7033,1.733,0.0276,0.2627,22.68,0.1579,0.0262,8.71,,99.9207,mrwy12_cpx11.6,HM,MRWY12,Lava,0.733931112,1.962565843,0.051012148,0.076408563,0.000816346,0.008324053,0.909087817,0.004443991,0.000788451,0.272505461,0,0.729237323,38.31489257,14.22615459,47.45895284
98,17.51,54.62,0.2651,0.2884,0.0656,0.0809,24.37,0.4728,0.0106,2.59,,100.2734,mrwy12_cpx11.7,HM,MRWY12,Lava,0.947745278,1.983141577,0.018661596,0.012340842,0.001883108,0.002487879,0.948035043,0.012914411,0.000309589,0.078643511,0,0.923378439,48.00110608,3.983111912,48.01578201
99,16.48,54.1,0.4327,0.4715,0.0031,0.0993,24.13,0.7967,0.0051,3.81,,100.3284,mrwy12_cpx11.8,HM,MRWY12,Lava,0.896889875,1.9750392,0.030626854,0.020286525,8.95E-05,0.003070482,0.943849204,0.021881061,0.00014977,0.116322716,0,0.885194166,45.82838808,5.943742639,48.22786928
100,17.6,54.65,0.2662,0.2794,0.0687,0.087,24.4,0.4422,0.0112,2.57,,100.3747,mrwy12_cpx11.9,HM,MRWY12,Lava,0.951706534,1.98233519,0.018721128,0.011944304,0.001970213,0.002672914,0.948295278,0.012067041,0.0003268,0.077961673,0,0.924284665,48.11547539,3.941512267,47.94301234
101,17.65,54.87,0.2335,0.2112,0.0313,0.0863,24.5,0.4061,0.0141,2.45,,100.4525,mrwy12_cpx11.10,HM,MRWY12,Lava,0.952842657,1.987046281,0.016394454,0.009013936,0.000896163,0.002647053,0.950617805,0.011063719,0.000410743,0.074199369,0,0.927754301,48.18031099,3.751877236,48.06781178
102,16.7,54.39,0.3765,0.346,0.0087,0.1015,24.22,0.5829,0,3.69,,100.4156,mrwy12_cpx11.11,HM,MRWY12,Lava,0.907149582,1.981883096,0.026598736,0.014858761,0.000250638,0.003132592,0.945583643,0.015978947,0,0.11244663,0,0.889714547,46.16114803,5.721951103,48.11690086
103,17.62,54.88,0.2383,0.272,0.0663,0.0646,24.39,0.4454,0.018,2.59,,100.5846,mrwy12_cpx11.12,HM,MRWY12,Lava,0.95023643,1.985346963,0.016714115,0.011596815,0.001896292,0.0019794,0.945368116,0.012121815,0.000523808,0.078357971,0,0.923820341,48.13852451,3.969577456,47.89189804
104,17.26,54.76,0.3229,0.3529,0.0349,0.0874,24.22,0.5564,0,2.94,,100.5345,mrwy12_cpx11 line Line 001,HM,MRWY12,Lava,0.932545031,1.984673183,0.022689799,0.015073869,0.001000047,0.00268297,0.940516758,0.015170776,0,0.08911155,0,0.912777394,47.52612894,4.541471853,47.93239921
105,17.31,54.79,0.3174,0.2826,0.0002,0.0917,24.32,0.4543,0.0058,2.94,,100.512,mrwy12_cpx11 line Line 002,HM,MRWY12,Lava,0.935666963,1.986653236,0.022313348,0.012076482,5.73E-06,0.002816235,0.944824566,0.012392491,0.000169171,0.089151613,0,0.913007419,47.50439017,4.526282496,47.96932733
106,17.49,54.75,0.2691,0.2893,0.0465,0.0719,24.34,0.4485,0.0009,2.78,,100.4862,mrwy12_cpx11 line Line 003,HM,MRWY12,Lava,0.945017125,1.98440601,0.018910245,0.012357834,0.001332505,0.002207263,0.945222001,0.012229367,2.62E-05,0.084265987,0,0.918131381,47.86096117,4.267701627,47.8713372
107,17.48,54.97,0.29,0.2529,0.0552,0.0715,24.53,0.43,0,2.58,,100.6596,mrwy12_cpx11 line Line 004,HM,MRWY12,Lava,0.942207315,1.987592371,0.020329965,0.010777001,0.001578011,0.002189709,0.950311467,0.011696749,0,0.078015769,0,0.923530676,47.81480813,3.959117043,48.22607483
108,14.42,53.19,0.5294,1.2356,0.0278,0.2327,23.2,0.1626,0.0026,7.67,,100.6707,mrwy12_cpx11 line Line 005,HM,MRWY12,Lava,0.794585951,1.966084379,0.037939634,0.053826678,0.000812431,0.007285298,0.91881269,0.004521555,7.73E-05,0.237098404,0,0.770183193,40.73761366,12.15579408,47.10659226
109,13.44,52.88,0.512,1.3371,0,0.2762,23.15,0.1056,0,8.24,,99.9409,mrwy12_cpx11 line Line 006,HM,MRWY12,Lava,0.747860849,1.97382896,0.037053145,0.058820604,0,0.008732137,0.925839921,0.002965358,0,0.257220979,0,0.744079564,38.73076934,13.32114982,47.94808084
110,13.38,52.78,0.52,1.383,0,0.24,22.95,0.1221,0.0188,8.68,,100.0739,mrwy12_cpx11 line Line 007,HM,MRWY12,Lava,0.744696261,1.970556933,0.037640899,0.060854024,0,0.007589438,0.918055905,0.003429497,0.000564618,0.271019432,0,0.733173925,38.51004234,14.01506944,47.47488823
111,13.37,52.74,0.51,1.4462,0.0118,0.2925,22.89,0.1117,0.0087,8.81,,100.1909,mrwy12_cpx11 line Line 008,HM,MRWY12,Lava,0.743740545,1.968007352,0.036897234,0.063600784,0.000348127,0.009244667,0.915164618,0.003135703,0.000261146,0.274930932,0,0.730108344,38.45933719,14.21686837,47.32379443
112,13.26,52.87,0.5386,1.4896,0.0148,0.3164,22.8,0.1259,0,8.91,,100.3253,mrwy12_cpx11 line Line 009,HM,MRWY12,Lava,0.736586964,1.970091312,0.038911721,0.065417543,0.000436022,0.009986017,0.910287816,0.003529376,0,0.277661621,0,0.726239085,38.2734753,14.42745488,47.29906982
113,13.18,52.81,0.546,1.5346,0,0.3202,22.8,0.1288,0.0125,9.05,,100.3821,mrwy12_cpx11 line Line 010,HM,MRWY12,Lava,0.732303848,1.968287863,0.039455007,0.067408577,0,0.010108171,0.910487801,0.003611465,0.000374766,0.282086389,0,0.721915316,38.0441687,14.65476686,47.30106444
114,13.56,52.36,0.669,2.05,0.2847,0.2261,21.23,0.1949,0.0204,9.76,,100.3551,mrwy12_cpx12.1,HM,MRWY12,Lava,0.753547373,1.951852743,0.048351569,0.090063494,0.008390818,0.007138825,0.847938283,0.005465808,0.000611723,0.304269439,0,0.712360935,39.54061962,15.96582059,44.49355979
115,13.66,52.52,0.6384,2.1,0.2694,0.2668,21.28,0.2173,0.0535,9.62,,100.6254,mrwy12_cpx12.2,HM,MRWY12,Lava,0.756561797,1.951259212,0.045985421,0.091951128,0.007913294,0.00839566,0.847088352,0.006073585,0.001598901,0.298900352,0,0.716806186,39.76566175,15.71050816,44.52383009
116,13.51,52.13,0.6918,1.96,0.2741,0.2305,21.76,0.1995,0.0318,9.22,,100.0077,mrwy12_cpx12.3,HM,MRWY12,Lava,0.753333812,1.94991813,0.050170248,0.086403681,0.00810601,0.007302614,0.872076093,0.005613926,0.000956827,0.288416883,0,0.723142126,39.36269557,15.07016646,45.56713797
117,17.02,54.7,0.3263,0.2616,0.0103,0.061,24.58,0.468,0,3.14,,100.5672,mrwy12_cpx12.4,HM,MRWY12,Lava,0.921066028,1.985706583,0.022965815,0.011192137,0.00029562,0.001875583,0.956040885,0.012781114,0,0.095327566,0,0.90620999,46.69691377,4.832990228,48.470096
118,16.22,54.55,0.3647,0.2361,0,0.1257,24.46,0.5065,0,4.05,,100.513,mrwy12_cpx12.5,HM,MRWY12,Lava,0.881867606,1.989499505,0.025788251,0.010148283,0,0.003882962,0.955811763,0.013897083,0,0.123527943,0,0.877134981,44.96554753,6.298566302,48.73588617
119,16.47,54.42,0.4447,0.399,0.0185,0.1017,24.32,0.63,0,3.7,,100.5039,mrwy12_cpx12.6,HM,MRWY12,Lava,0.894248037,1.98207222,0.031402564,0.017127002,0.000532724,0.003137333,0.949054921,0.017262218,0,0.112699961,0,0.888077675,45.71813407,5.761748107,48.52011782
120,17.22,54.91,0.2895,0.2409,0.0274,0.0718,24.61,0.4437,0.0161,2.84,,100.6694,mrwy12_cpx12.7,HM,MRWY12,Lava,0.929454679,1.988122113,0.020322504,0.010279593,0.000784353,0.002201886,0.954706904,0.012085821,0.000468916,0.085994576,0,0.915313764,47.17670095,4.364860883,48.45843817
121,14.19,53.42,0.8635,1.2028,0.0119,0.476,22.85,0.0511,0.0073,7.29,,100.3626,mrwy12_cpx13.1,HM,MRWY12,Lava,0.783294961,1.978077768,0.061992459,0.052490465,0.000348382,0.014928811,0.906551582,0.001423494,0.00021744,0.225750183,0,0.776273456,40.89038942,11.78484909,47.3247615
122,14.3,53.75,0.6315,0.823,0.023,0.4821,23.37,0.0322,0,7.19,,100.6018,mrwy12_cpx13.2,HM,MRWY12,Lava,0.78749495,1.985577074,0.045229176,0.035830728,0.000671747,0.015084267,0.92498317,0.000894869,0,0.222125427,0,0.779991141,40.70575344,11.48170268,47.81254388
123,14.14,53.54,0.7545,1.1065,0.0097,0.4531,22.8,0.0567,0,7.55,,100.4105,mrwy12_cpx13.3,HM,MRWY12,Lava,0.780371336,1.982105685,0.054155769,0.04827779,0.000283916,0.014207619,0.904378283,0.001579162,0,0.233752625,0,0.769502907,40.67607106,12.1841205,47.13980844
124,16.64,54.62,0.3797,0.2361,0.0245,0.0926,24.62,0.4929,0,3.64,,100.7458,mrwy12_cpx13.4,HM,MRWY12,Lava,0.901470998,1.984936758,0.026753008,0.010112033,0.000703932,0.002850262,0.958627458,0.013475625,0,0.110626066,0,0.89069619,45.74312585,5.613471815,48.64340233
125,16.21,54.19,0.4034,0.394,0.0261,0.122,24.6,0.6055,0.015,3.9,,100.466,mrwy12_cpx13.5,HM,MRWY12,Lava,0.882422713,1.97883396,0.028560325,0.016956411,0.000753529,0.003773365,0.962480963,0.016634106,0.000440615,0.119101139,0,0.881080077,44.92976319,6.064197928,49.00603888
126,12.53,51.77,0.5682,2.29,0.0514,0.5761,22.04,0.2348,0.0016,10.15,,100.2121,mrwy12_cpx14.1,HM,MRWY12,Lava,0.701232872,1.94350607,0.041356712,0.101318963,0.001525599,0.018318268,0.886515155,0.006631335,4.83E-05,0.31866538,0,0.687551793,36.78283365,16.71543951,46.50172684
127,12.44,51.84,0.578,2.31,0.0507,0.6129,22.19,0.2578,0,9.81,,100.0894,mrwy12_cpx14.2,HM,MRWY12,Lava,0.696236501,1.946246933,0.042072452,0.102209778,0.001504909,0.01948953,0.892600422,0.007281334,0,0.308008755,0,0.693293294,36.70496282,16.23794483,47.05709236
128,12.2,51.64,0.5616,2.64,0.0464,0.585,22.29,0.3021,0.0009,9.75,,100.016,mrwy12_cpx14.3,HM,MRWY12,Lava,0.68320905,1.939887543,0.040902934,0.116880421,0.001378091,0.018613369,0.897154473,0.008537607,2.72E-05,0.306306379,0,0.690448102,36.21243172,16.23529261,47.55227568
129,16.9,54.34,0.3298,0.378,0.0063,0.1002,24.39,0.6162,0.0236,3.45,,100.5341,mrwy12_cpx14.4,HM,MRWY12,Lava,0.916588507,1.976987293,0.023263333,0.016207781,0.000181215,0.003087669,0.950742442,0.016865571,0.000690675,0.104969818,0,0.897245399,46.47305941,5.322201344,48.20473925
130,16.87,54.35,0.3199,0.4796,0.022,0.096,24.45,0.5622,0,3.41,,100.5597,mrwy12_cpx14.5,HM,MRWY12,Lava,0.914457092,1.976261177,0.022552572,0.020552823,0.000632466,0.002956615,0.952555945,0.015379094,0,0.103695587,0,0.898153205,46.40245042,5.261842661,48.33570692
131,16.56,54.21,0.3264,0.4276,0.0346,0.095,24.4,0.6497,0,3.68,,100.3833,mrwy12_cpx14.6,HM,MRWY12,Lava,0.900435008,1.977279152,0.023082124,0.018381197,0.000997778,0.002934884,0.953553894,0.017827751,0,0.112252883,0,0.889153525,45.79472448,5.709007094,48.49626842
132,17.36,53.76,0.2443,0.2339,0.0079,0.0737,24.2,0.9541,0.0035,2.61,,99.4474,mrwy54_cpx1.1,ZM,MRWY54,Lava,0.948706291,1.970778703,0.017363573,0.010105466,0.000228968,0.002288363,0.950519003,0.026312833,0.000103211,0.080016622,0,0.922217518,47.9328112,4.042791399,48.0243974
133,17.59,53.59,0.2303,0.2212,0.0134,0.0741,24.3,0.9137,0.0249,2.51,,99.4676,mrwy54_cpx1.2,ZM,MRWY54,Lava,0.961547847,1.965103178,0.016373163,0.009559479,0.000388486,0.002301434,0.954717124,0.025205791,0.000734477,0.076972648,0,0.925882399,48.24050267,3.861689511,47.89780782
134,20.2,51.95,0.0168,1.3438,0.03,0.5012,0.4255,0.0265,0.0192,25.81,,100.323,mrwy14_opx1.1,HM,MRWY14,Lava,1.136619809,1.960857095,0.001229438,0.059778161,0.000895264,0.016023237,0.017207857,0.000752491,0.000582961,0.814722109,0,0.582481111,57.73894181,41.3869194,0.874138792
135,20.47,52.22,0.0225,0.9926,0.0244,0.4983,0.649,0.0469,0.006,25.51,,100.4397,mrwy14_opx1.2,HM,MRWY14,Lava,1.149449716,1.967005358,0.001643192,0.044064664,0.000726654,0.015897849,0.026192696,0.001329036,0.000181801,0.803600576,0,0.588540767,58.07521981,40.60141077,1.32336942
136,20.4,52.23,0.0137,1.131,0.0153,0.5043,0.3746,0.0436,0.017,25.83,,100.5595,mrwy14_opx1.3,HM,MRWY14,Lava,1.144631049,1.965856992,0.000999746,0.05016976,0.000455295,0.016076802,0.015106592,0.001234564,0.000514705,0.813050286,0,0.584687113,58.02098812,41.21326347,0.765748412
137,20.52,52.08,0.251,1.1528,0,0.4924,0.3297,0.0339,0.0211,25.48,,100.3609,mrwy14_opx1.4,HM,MRWY14,Lava,1.153048514,1.963078834,0.018343302,0.051211589,0,0.0157204,0.013315349,0.000961306,0.000639774,0.803206647,0,0.589416216,58.54314474,40.78080184,0.676053424
138,20.23,52.05,0.0235,1.2799,0.0314,0.4777,0.499,0.0218,0.0325,25.86,,100.5058,mrwy14_opx1.5,HM,MRWY14,Lava,1.136561829,1.961618091,0.001717112,0.056848274,0.000935606,0.015248522,0.020149353,0.000618081,0.000985269,0.815048308,0,0.582371349,57.64201135,41.33609155,1.021897103
1,11.666,51.048,0.18,2.663,0.007,0.367,23.599,0.193,0,10.385,,100.108,mrwy47_cpx1_1 Line 001 ,STM,MRWY47,Cumul,0.656477744,1.926962698,0.013173589,0.118471329,0.000208911,0.01173382,0.954454025,0.005480838,0,0.327840182,0,0.666936695,33.86049317,16.90968253,49.2298243
2,11.809,51.155,0.146,2.543,0,0.361,23.655,0.172,0.004,10.298,,100.143,mrwy47_cpx1_1 Line 002 ,STM,MRWY47,Cumul,0.663991886,1.929453335,0.010676677,0.113042062,0,0.011532732,0.955951767,0.004880561,0.000121362,0.32483303,0,0.671495909,34.14232038,16.70284474,49.15483488
3,11.916,51.672,0.157,2.375,0.005,0.369,23.641,0.165,0.004,10.217,,100.521,mrwy47_cpx1_1 Line 003 ,STM,MRWY47,Cumul,0.666544655,1.93887838,0.011421733,0.105028323,0.000148332,0.011727365,0.950447159,0.00465773,0.000120735,0.320612016,0,0.675216685,34.40046126,16.54683021,49.05270853
4,12.023,51.481,0.161,2.325,0.001,0.36,23.585,0.155,0,9.905,,99.996,mrwy47_cpx1_1 Line 004 ,STM,MRWY47,Cumul,0.675311178,1.939700182,0.011761171,0.103242404,2.98E-05,0.011488648,0.952117068,0.004393539,0,0.31210679,0,0.683916234,34.8181995,16.09183564,49.08996486
5,12.09,51.564,0.15,2.323,0,0.331,23.57,0.159,0.005,9.958,,100.15,mrwy47_cpx1_1 Line 005 ,STM,MRWY47,Cumul,0.677949569,1.939609171,0.010939461,0.10298272,0,0.010545676,0.94993535,0.004499455,0.000151292,0.313257052,0,0.683963923,34.9252955,16.1377713,48.93693321
6,12.046,51.279,0.153,2.327,0.015,0.341,23.505,0.169,0.007,9.774,,99.616,mrwy47_cpx1_1 Line 006 ,STM,MRWY47,Cumul,0.678913771,1.938687665,0.011214935,0.103684109,0.000448362,0.010919468,0.952128122,0.004806734,0.000212884,0.309030781,0,0.687198254,34.99424427,15.928825,49.07693073
7,12.09,51.172,0.163,2.379,0.005,0.354,23.469,0.168,0.013,9.775,,99.588,mrwy47_cpx1_1 Line 007 ,STM,MRWY47,Cumul,0.681746075,1.935643072,0.011954118,0.106055903,0.000149531,0.011341616,0.9511616,0.004780764,0.000395561,0.309222265,0,0.687959491,35.1030104,15.92181135,48.97517824
8,12.119,51.501,0.149,2.367,0,0.33,23.648,0.157,0,9.632,,99.903,mrwy47_cpx1_1 Line 008 ,STM,MRWY47,Cumul,0.680441265,1.939706675,0.010880371,0.105066962,0,0.010527206,0.954292812,0.004448516,0,0.303387706,0,0.691625562,35.10828219,15.6536967,49.2380211
9,12.235,51.529,0.15,2.301,0,0.343,23.604,0.172,0.006,9.511,,99.851,mrwy47_cpx1_1 Line 009 ,STM,MRWY47,Cumul,0.686940086,1.940721163,0.010953167,0.102135228,0,0.010941688,0.952497558,0.004873433,0.000181778,0.299570272,0,0.696333374,35.42739977,15.44966731,49.12293291
10,12.467,51.637,0.146,2.098,0,0.334,23.636,0.162,0,9.367,,99.847,mrwy47_cpx1_1 Line 010 ,STM,MRWY47,Cumul,0.699590503,1.943745895,0.010655366,0.093074667,0,0.010648875,0.953277418,0.004587632,0,0.294876465,0,0.703482896,35.91798327,15.13938211,48.94263462
11,12.553,51.72,0.137,1.944,0,0.335,23.815,0.146,0,9.189,,99.839,mrwy47_cpx1_1 Line 011 ,STM,MRWY47,Cumul,0.704270909,1.946468043,0.009996463,0.086224869,0,0.010678552,0.960298355,0.004133679,0,0.289213205,0,0.708889955,36.0465364,14.80273314,49.15073046
12,12.748,52.04,0.141,1.802,0,0.317,23.708,0.15,0,9.111,,100.017,mrwy47_cpx1_1 Line 012 ,STM,MRWY47,Cumul,0.712999886,1.952455906,0.010256522,0.079679436,0,0.010073537,0.953028093,0.0042338,0,0.285871657,0,0.713805385,36.52851167,14.64581741,48.82567092
13,12.645,51.988,0.136,1.708,0.009,0.351,23.733,0.132,0.017,8.981,,99.7,mrwy47_cpx1_1 Line 013 ,STM,MRWY47,Cumul,0.709387959,1.956431425,0.009922874,0.075752489,0.000267777,0.01118787,0.956931821,0.003737064,0.000514622,0.282648914,0,0.71508225,36.39811974,14.50248611,49.09939415
14,12.381,51.856,0.111,1.802,0.011,0.299,23.728,0.148,0,9.273,,99.609,mrwy47_cpx1_1 Line 014 ,STM,MRWY47,Cumul,0.695922073,1.955241662,0.008114494,0.080076251,0.000327917,0.009548857,0.958582288,0.004198153,0,0.292403653,0,0.704142425,35.74498991,15.01887356,49.23613653
15,11.813,51.497,0.141,2.031,0.023,0.327,23.776,0.133,0.007,9.976,,99.724,mrwy47_cpx1_1 Line 015 ,STM,MRWY47,Cumul,0.665964394,1.947463275,0.010338166,0.090520051,0.000687677,0.010474032,0.963369686,0.003783852,0.000212943,0.315504017,0,0.678538796,34.24266498,16.22263658,49.53469844
