   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,Total,Comment  ,Location,Sample,type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #
1,49.88,41.03,0,0,0.0061,0.0876,0.0027,0.0107,0.5912,8.35,0.0047,99.9584,mrwy263_ol1_1 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914150932
2,50.3,41.22,0,0.0035,0.0028,0.1137,0.0033,0.0092,0.6126,8.31,0,100.5751,mrwy263_ol1_2 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.91518019
3,50.48,41.3,0,0,0.0114,0.1264,0.0345,0.0157,0.5991,7.68,0.0127,100.247,mrwy263_ol1_3 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.921362441
4,50.05,41.26,0.0029,0,0.0076,0.1057,0.0081,0.0212,0.623,8.15,0.0087,100.2284,mrwy263_ol1_4 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.916295867
5,49.98,41.21,0,0.0076,0.0011,0.0833,0.0067,0.015,0.6289,8.23,0.0121,100.1625,mrwy263_ol1_5 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.915435341
6,49.86,41.21,0,0,0.0084,0.0879,0.0033,0.0048,0.5831,8.35,0.0142,100.1074,mrwy263_ol1_6 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914119454
7,50.36,41.32,0.0012,0.0038,0.0082,0.1242,0.0778,0.0181,0.5731,7.65,0.0049,100.1363,mrwy263_ol2_1 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.921473505
8,50.24,41.17,0,0,0.0105,0.1696,0.1363,0.0215,0.5386,7.81,0.0149,100.0964,mrwy263_ol2_2 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.919786736
9,50.48,41.23,0.0036,0.0099,0.0215,0.1348,0.1123,0.0126,0.5369,7.8,0.001,100.3416,mrwy263_ol2_3 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.920231741
10,50.72,41.45,0.0008,0.0033,0.0144,0.1276,0.0293,0.0074,0.549,7.61,0.007,100.5117,mrwy263_ol2_4 ,EH,MRWY263,XENO,1.83,1,0,0,0,0,0,0,0.01,0.15,0,0.922363629
11,50.78,41.33,0.0036,0.0054,0.0199,0.1696,0.1057,0.0049,0.2955,7.29,0.0114,100.0045,mrwy263_ol3_1 ,EH,MRWY263,XENO,1.84,1,0,0,0,0,0,0,0.01,0.15,0,0.925466236
12,50.66,41.3,0.0126,0,0.0256,0.1378,0.1329,0,0.4225,7.67,0,100.3613,mrwy263_ol3_2 ,EH,MRWY263,XENO,1.83,1,0,0,0,0,0,0,0.01,0.16,0,0.921714016
13,50.67,41.27,0.0046,0.0088,0.0291,0.1438,0.1296,0.0134,0.43,7.5,0.0099,100.1992,mrwy263_ol3_3 ,EH,MRWY263,XENO,1.83,1,0,0,0,0,0,0,0.01,0.15,0,0.923330083
14,50.61,41.34,0.0011,0.0006,0.018,0.1103,0.0849,0.0165,0.5508,7.51,0.0096,100.2421,mrwy263_ol3_4 ,EH,MRWY263,XENO,1.83,1,0,0,0,0,0,0,0.01,0.15,0,0.923151691
16,50.31,41.33,0.0046,0.0026,0.0342,0.1634,0.0845,0,0.479,7.72,0.0047,100.1283,mrwy263_ol3_6 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.9207394
17,49.98,41.33,0,0,0,0.0876,0,0.0255,0.6258,8.26,0.0137,100.3088,mrwy263_ol4_1 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.91515324
18,49.75,41.22,0,0.0037,0.0071,0.1062,0.0112,0.0112,0.5989,8.39,0.0091,100.0983,mrwy263_ol4_2 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.913569302
19,50.25,41.09,0.0375,0.0053,0,0.1081,0.0211,0.0168,0.5754,8.24,0.004,100.3441,mrwy263_ol4_3 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.91575785
20,50.62,41.81,0,0.0069,0.0082,0.1039,0.0309,0.015,0.625,8.47,0.0502,101.6898,mrwy263_ol4_4 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914186843
21,50.28,41.4,0.0083,0.0037,0.0181,0.0921,0.0085,0.0134,0.6091,8.41,0.0291,100.8431,mrwy263_ol4_5 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914215838
22,50.37,41.27,0.007,0,0.0068,0.1049,0.0126,0.0138,0.5904,8.3,0.0061,100.6755,mrwy263_ol4_6 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.915381394
23,50.48,41.45,0.0006,0,0.0078,0.1457,0.1103,0,0.5529,7.7,0.0061,100.4472,mrwy263_ol4_7 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.921173798
24,50.57,41.62,0,0.0025,0.01,0.0977,0.0311,0.0187,0.6208,8.17,0.0092,101.1408,mrwy263_ol4_8 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.916898649
25,50.41,41.25,0.0025,0,0.0047,0.1171,0.005,0.0182,0.6834,8.14,0.008,100.6309,mrwy263_ol4_9 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.916937484
26,50.37,41.25,0,0.0032,0.0068,0.1117,0.0163,0.0144,0.5631,8.35,0.0114,100.6854,mrwy263_ol4_10 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.914915015
27,50.29,41.25,0,0.0041,0,0.1053,0.0142,0.0106,0.6297,8.36,0.0099,100.6638,mrwy263_ol4_11 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.914697856
28,50.11,41.25,0.012,0.0039,0.0031,0.0951,0.0086,0.0062,0.601,8.27,0.0596,100.3598,mrwy263_ol4_12 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.915260933
29,50.14,41.34,0.0015,0.0072,0.0051,0.1078,0.0169,0.035,0.6229,8.4,0.1747,100.6764,mrwy263_ol4_13 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0.01,0.91409039
30,50.05,41.22,0.0072,0.0064,0.0079,0.1048,0.037,0.0073,0.632,8.29,0.0528,100.3626,mrwy263_ol4_14 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914980252
31,50.12,41.23,0.0001,0.0003,0,0.1201,0.0133,0.0149,0.6249,8.26,0.0709,100.3835,mrwy263_ol4_15 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.915370185
32,49.85,41.23,0,0,0.008,0.1605,0.0682,0.0145,0.6194,8.39,0.1024,100.3406,mrwy263_ol4_16 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.913727726
35,50.03,41.18,0.001,0.0007,0.0025,0.0938,0.0093,0.024,0.6156,8.27,0.0898,100.2269,mrwy263_ol5_1 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.915136931
36,50.18,40.93,0.0044,0,0,0.0849,0.0083,0.0238,0.6169,8.31,0.0423,100.1582,mrwy263_ol5_2 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.914994595
37,49.73,41.22,0.0614,0.0183,0.0098,0.1039,0.0316,0.0247,0.6521,8.22,0.0697,100.0717,mrwy263_ol5_3 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.915140802
38,50.03,41.48,0.0042,0,0.0052,0.0887,0.0071,0.0183,0.5819,8.27,0.0498,100.4854,mrwy263_ol5_4 ,EH,MRWY263,XENO,1.81,1.01,0,0,0,0,0,0,0.01,0.17,0,0.915136931
39,49.59,40.75,0.0011,0,0,0.0828,0.0113,0.0217,0.6504,8.35,0.0543,99.4573,mrwy263_ol5_5 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.913692221
40,50.04,40.95,0.0009,0.001,0.0066,0.0951,0.0109,0.0146,0.5701,8.35,0.0427,100.0392,mrwy263_ol5_6 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.914401933
41,49.91,40.87,0.0042,0.0039,0.0224,0.0954,0,0.0034,0.5545,8.34,0.0365,99.8039,mrwy263_ol5_7 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.914292057
43,50.16,41.29,0.0037,0,0.0093,0.0808,0.0171,0.0193,0.5872,8.33,0.0503,100.4973,mrwy263_ol5_9 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914776365
45,50.11,41.24,0.002,0,0,0.1091,0.0115,0.0081,0.5886,8.35,0.129,100.4193,mrwy263_ol5_11 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914511285
46,50.09,41.15,0.0113,0.0092,0,0.1205,0.0774,0.0195,0.5813,8.19,0.0451,100.2492,mrwy263_ol5_12 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.915981093
47,49.87,41.26,0.0138,0,0.0168,0.0812,0.0029,0.0177,0.5496,8.31,0.0598,100.1219,mrwy263_ol5_13 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.91451136
72,51.2,41.67,0.0075,0.0006,0.0237,0.1371,0.1423,0,0.4318,7.43,0.0986,101.0429,mrwy263_cpx3_11 ,EH,MRWY263,XENO,1.83,1,0,0,0,0,0,0,0.01,0.15,0,0.924718856
73,50.64,41.59,0,0.0023,0.0115,0.0972,0.0134,0.0162,0.6007,8.23,0.0471,101.2012,mrwy263_cpx6_1 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.916445397
74,50.55,41.92,0.0047,0.0005,0.006,0.1095,0.0141,0,0.6382,8.38,0.2279,101.6229,mrwy263_cpx6_2 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0.01,0.914913521
75,50.54,41.44,0.0036,0.0063,0,0.1031,0.0052,0.0252,0.65,8.25,0.0931,101.0234,mrwy263_cpx6_3 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.91610756
76,50.37,41.46,0,0.0012,0,0.0734,0.0021,0.0257,0.6246,8.4,0.0565,100.957,mrwy263_cpx6_4 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914449112
77,50.4,41.47,0,0.0002,0.0027,0.114,0.0099,0.0271,0.5974,8.39,0.1298,101.0112,mrwy263_cpx6_5 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914588777
78,50.34,41.28,0.0004,0,0,0.1152,0.0014,0.0086,0.6327,8.28,0.0637,100.6582,mrwy263_cpx6_6 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.17,0,0.915522012
79,50.41,41.49,0.0035,0,0.0075,0.1196,0.0321,0.0188,0.5585,7.92,0.0645,100.5599,mrwy263_cpx6_7 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.919000579
80,50.17,41.58,0.0003,0.0029,0.0029,0.1216,0.0262,0.0157,0.5984,8.08,0.0675,100.5979,mrwy263_cpx6_8 ,EH,MRWY263,XENO,1.81,1.01,0,0,0,0,0,0,0.01,0.16,0,0.917137268
81,50.11,41.25,0,0,0.001,0.0844,0.008,0.0112,0.5724,8.34,0.0928,100.3769,mrwy263_cpx6_9 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914604924
82,50.31,41.31,0.0026,0,0.0003,0.0933,0.0065,0.0048,0.5693,8.32,0.3146,100.6167,mrwy263_cpx6_10 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0.01,0.915102233
83,50.69,41.81,0,0,0,0.1069,0.0157,0.0115,0.6146,7.95,0.0816,101.1986,mrwy263_ol7_1 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.919131372
84,50.78,41.74,0.0005,0,0.0072,0.1031,0.0173,0.0119,0.6092,8.11,0.0869,101.3792,mrwy263_ol7_2 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.917771847
85,50.52,41.62,0.0008,0.0026,0.0042,0.0976,0.003,0.0117,0.6201,8.43,0.0766,101.31,mrwy263_ol7_3 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914402824
86,49.76,41.15,0.0962,0.0015,0,0.1218,0.1001,0.0256,0.6607,8.26,0.085,100.1758,mrwy263_ol7_4 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.914810071
113,50.04,41.6,0.0055,0.0063,0.0062,0.0963,0.0027,0.0093,0.6369,8.23,0.0747,100.6332,mrwy263_ol8_1 ,EH,MRWY263,XENO,1.8,1.01,0,0,0,0,0,0,0.01,0.17,0,0.915528172
114,49.97,41.41,0.0009,0.0012,0.0024,0.0831,0.0088,0.0396,0.6073,8.28,0.08,100.4032,mrwy263_ol8_2 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.9149497
115,49.97,41.21,0.0041,0.0051,0.0051,0.123,0.0016,0.0144,0.593,8.39,0.0312,100.3162,mrwy263_ol8_3 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.913917069
116,50.18,41.28,0.0022,0.0036,0.001,0.0806,0.0237,0.0007,0.5661,8.27,0.031,100.4078,mrwy263_ol8_4 ,EH,MRWY263,XENO,1.81,1,0,0,0,0,0,0,0.01,0.17,0,0.915369138
117,50.45,41.48,0.0005,0.005,0.0184,0.1147,0.049,0.006,0.5726,7.72,0.0719,100.4162,mrwy263_ol8_5 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.920941961
118,50.5,41.63,0.0072,0.0022,0.0208,0.1311,0.0731,0.0134,0.6196,7.87,,100.8673,mrwy263_ol9_1 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.919602738
119,50.53,41.66,0,0.002,0.0173,0.0959,0.0158,0.0103,0.6303,7.97,,100.9316,mrwy263_ol9_2 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.16,0,0.918708626
120,50.68,41.79,0,0,0.0162,0.1334,0.0581,0.0055,0.5815,7.58,,100.8446,mrwy263_ol9_3 ,EH,MRWY263,XENO,1.82,1.01,0,0,0,0,0,0,0.01,0.15,0,0.922589684
121,50.9,41.72,0.0007,0.005,0.0153,0.1162,0.055,0.0072,0.5656,7.65,,101.035,mrwy263_ol9_4 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.15,0,0.922241816
122,51.06,41.68,0,0.0057,0.0149,0.0972,0.0149,0.0209,0.613,7.63,,101.1365,mrwy263_ol10_1 ,EH,MRWY263,XENO,1.83,1,0,0,0,0,0,0,0.01,0.15,0,0.922653608
123,50.92,41.84,0.001,0,0.0038,0.1189,0.0025,0.0191,0.545,7.66,,101.1102,mrwy263_ol10_2 ,EH,MRWY263,XENO,1.82,1,0,0,0,0,0,0,0.01,0.15,0,0.922176283
