   No. ,   SiO2  ,   Al2O3 ,   Na2O  ,   F     ,   K2O   ,   MnO   ,   CaO   ,   MgO   ,   TiO2  ,   FeO   ,   Cr2O3 ,   NiO   ,   Cl    ,   Rb2O  ,   BaO   ,  Total  ,Comment  ,Location,Sample,type,   Si  ,   Al,   Na  ,   K,   Mn ,   Ca,   Mg ,   Ti ,   Fe,   Cr,   Ni   ,   Rb ,   Ba   ,   Cl    ,   F     ,OH
25,41.26,13.09,0.19,0.85,11.14,0.03,0.01,24.27,2.3,3.34,,,,,,98.34,mrwy33_phl4_2 ,BaT,MRWY33,lava,5.78,2.16,0.05,1.99,0,0,5.07,0.36,0.39,0,0,0,0,0,0.38,3.62
26,41.72,12.86,0.19,0.78,10.88,0.02,0.02,23.65,2.49,3.38,,,,,,98.04,mrwy33_phl4_3 ,BaT,MRWY33,lava,5.84,2.12,0.05,1.94,0,0,4.94,0.39,0.4,0,0,0,0,0,0.35,3.65
27,41.12,13.15,0.22,0.88,11.04,0.02,0.02,24.15,2.35,3.33,,,,,,98.18,mrwy33_phl4_4 ,BaT,MRWY33,lava,5.77,2.17,0.06,1.97,0,0,5.05,0.37,0.39,0,0,0,0,0,0.39,3.61
28,41.12,13.09,0.19,0.87,10.98,0,0.03,24.04,2.4,3.32,,,,,,97.82,mrwy33_phl4_5 ,BaT,MRWY33,lava,5.78,2.17,0.05,1.97,0,0,5.03,0.38,0.39,0,0,0,0,0,0.39,3.61
29,41.61,13.19,0.3,0.82,11.08,0.02,0.01,23.56,2.49,3.4,,,,,,98.52,mrwy33_phl4_6 ,BaT,MRWY33,lava,5.81,2.17,0.08,1.97,0,0,4.91,0.39,0.4,0,0,0,0,0,0.36,3.64
30,41.72,12.89,0.19,0.8,10.97,0.02,0,23.83,2.51,3.35,,,,,,98.44,mrwy33_phl4_7 ,BaT,MRWY33,lava,5.83,2.12,0.05,1.96,0,0,4.96,0.4,0.39,0,0,0,0,0,0.35,3.65
31,42.38,12.28,0.18,0.81,11.14,0,0.02,24.06,2.5,3.27,,,,,,98.46,mrwy33_phl4_8 ,BaT,MRWY33,lava,5.9,2.02,0.05,1.98,0,0,4.99,0.39,0.38,0,0,0,0,0,0.35,3.65
32,41.43,12.8,0.12,0.85,11.06,0.04,0,25.68,1.87,3.24,,,,,,97.92,mrwy33_phl5_1 ,BaT,MRWY33,lava,5.77,2.1,0.03,1.97,0,0,5.33,0.29,0.38,0,0,0,0,0,0.38,3.62
33,41.42,13.03,0.1,0.86,10.95,0.04,0.01,25.58,1.88,3.17,,,,,,98.02,mrwy33_phl5_2 ,BaT,MRWY33,lava,5.77,2.14,0.03,1.94,0,0,5.31,0.3,0.37,0,0,0,0,0,0.38,3.62
34,41.26,12.98,0.11,0.75,11.01,0.03,0.01,25.48,1.9,3.13,,,,,,97.71,mrwy33_phl5_3 ,BaT,MRWY33,lava,5.76,2.14,0.03,1.96,0,0,5.31,0.3,0.37,0,0,0,0,0,0.33,3.67
35,41.51,12.83,0.15,0.83,10.98,0.02,0.02,25.57,1.83,3.27,,,,,,97.89,mrwy33_phl5_4 ,BaT,MRWY33,lava,5.79,2.11,0.04,1.95,0,0,5.31,0.29,0.38,0,0,0,0,0,0.37,3.63
36,41.55,12.92,0.13,0.82,11,0.02,0.01,25.54,1.89,3.17,,,,,,97.88,mrwy33_phl5_5 ,BaT,MRWY33,lava,5.78,2.12,0.04,1.95,0,0,5.3,0.3,0.37,0,0,0,0,0,0.36,3.64
37,41.58,12.94,0.09,0.83,11.03,0.01,0.01,25.61,1.86,3.28,,,,,,97.98,mrwy33_phl5_6 ,BaT,MRWY33,lava,5.78,2.12,0.03,1.96,0,0,5.31,0.29,0.38,0,0,0,0,0,0.36,3.64
38,40.91,6.4,0.86,3.54,9.81,0.05,0.05,20.72,5.6,9.54,,,,,,98.75,mrwy33_phl5_7 ,BaT,MRWY33,lava,5.93,1.09,0.24,1.81,0.01,0.01,4.48,0.92,1.16,0,0,0,0,0,1.62,2.38
39,41.48,6.38,0.82,3.58,10.02,0.09,0.02,21.56,5.39,8.93,,,,,,99.3,mrwy33_phl5_8 ,BaT,MRWY33,lava,5.95,1.08,0.23,1.83,0.01,0,4.61,0.87,1.07,0,0,0,0,0,1.63,2.37
40,41.6,7.4,0.72,3.64,10.31,0.06,0.02,22.01,5.17,7.72,,,,,,99.6,mrwy33_phl5_9 ,BaT,MRWY33,lava,5.92,1.24,0.2,1.87,0.01,0,4.67,0.83,0.92,0,0,0,0,0,1.64,2.36
41,41.39,12.98,0.11,0.81,10.92,0.03,0.02,25.51,1.88,3.25,,,,,,97.77,mrwy33_phl5_10 Line 001 ,BaT,MRWY33,lava,5.77,2.13,0.03,1.94,0,0,5.3,0.3,0.38,0,0,0,0,0,0.36,3.64
42,41.66,12.94,0.08,0.77,10.9,0.04,0.01,25.62,1.88,3.22,,,,,,97.9,mrwy33_phl5_10 Line 002 ,BaT,MRWY33,lava,5.79,2.12,0.02,1.93,0,0,5.3,0.29,0.37,0,0,0,0,0,0.34,3.66
43,41.71,13.1,0.06,0.85,10.69,0.04,0.01,25.72,1.92,3.27,,,,,,98.23,mrwy33_phl5_10 Line 003 ,BaT,MRWY33,lava,5.78,2.14,0.02,1.89,0,0,5.31,0.3,0.38,0,0,0,0,0,0.37,3.63
44,41.93,13.33,0.05,0.82,10.32,0,0.01,25.93,1.91,3.23,,,,,,98.43,mrwy33_phl5_10 Line 004 ,BaT,MRWY33,lava,5.77,2.16,0.01,1.81,0,0,5.32,0.3,0.37,0,0,0,0,0,0.36,3.64
45,42.24,13.28,0.05,0.89,9.98,0.03,0,25.88,1.91,3.21,,,,,,98.37,mrwy33_phl5_10 Line 005 ,BaT,MRWY33,lava,5.81,2.15,0.01,1.75,0,0,5.3,0.3,0.37,0,0,0,0,0,0.39,3.61
46,42.04,13.23,0.06,0.87,10.05,0.02,0.02,25.81,1.93,3.32,,,,,,98.26,mrwy33_phl5_10 Line 006 ,BaT,MRWY33,lava,5.8,2.15,0.02,1.77,0,0,5.3,0.3,0.38,0,0,0,0,0,0.38,3.62
47,41.99,13.33,0.06,0.82,10.22,0.02,0.01,25.74,1.9,3.35,,,,,,98.49,mrwy33_phl5_10 Line 007 ,BaT,MRWY33,lava,5.79,2.17,0.02,1.8,0,0,5.29,0.3,0.39,0,0,0,0,0,0.36,3.64
48,42.1,13.21,0.05,0.75,10.15,0.04,0.02,25.68,1.88,3.37,,,,,,98.34,mrwy33_phl5_10 Line 008 ,BaT,MRWY33,lava,5.81,2.15,0.01,1.79,0,0,5.28,0.29,0.39,0,0,0,0,0,0.33,3.67
49,41.85,13.26,0.06,0.87,10.14,0.04,0.01,25.86,1.92,3.32,,,,,,98.49,mrwy33_phl5_10 Line 009 ,BaT,MRWY33,lava,5.78,2.16,0.02,1.79,0.01,0,5.32,0.3,0.38,0,0,0,0,0,0.38,3.62
50,41.7,13.31,0.07,0.85,10.06,0.03,0.02,25.74,1.87,3.36,,,,,,97.91,mrwy33_phl5_10 Line 010 ,BaT,MRWY33,lava,5.78,2.17,0.02,1.78,0,0,5.31,0.29,0.39,0,0,0,0,0,0.37,3.63
51,42.13,13.23,0.06,0.85,9.79,0.04,0.04,26.01,1.89,3.46,,,,,,98.58,mrwy33_phl5_10 Line 011 ,BaT,MRWY33,lava,5.79,2.14,0.01,1.72,0,0.01,5.33,0.29,0.4,0,0,0,0,0,0.37,3.63
52,42.07,13.31,0.08,0.8,9.47,0.02,0.02,26.11,1.93,3.38,,,,,,98.13,mrwy33_phl5_10 Line 012 ,BaT,MRWY33,lava,5.79,2.16,0.02,1.66,0,0,5.35,0.3,0.39,0,0,0,0,0,0.35,3.65
53,42.78,13.42,0.05,0.81,8.83,0.05,0.02,26.12,1.93,3.54,,,,,,98.42,mrwy33_phl5_10 Line 013 ,BaT,MRWY33,lava,5.84,2.16,0.01,1.54,0.01,0,5.31,0.3,0.4,0,0,0,0,0,0.35,3.65
54,42.75,13.43,0.05,0.82,8.96,0.05,0.02,26.12,1.94,3.48,,,,,,98.43,mrwy33_phl5_10 Line 014 ,BaT,MRWY33,lava,5.83,2.16,0.01,1.56,0.01,0,5.31,0.3,0.4,0,0,0,0,0,0.35,3.65
55,42.35,13.22,0.06,0.81,9.64,0.03,0.03,26.02,1.91,3.59,,,,,,98.21,mrwy33_phl5_10 Line 015 ,BaT,MRWY33,lava,5.81,2.14,0.01,1.69,0,0,5.32,0.3,0.41,0,0,0,0,0,0.35,3.65
56,42.51,13.24,0.06,0.83,9.63,0.02,0.01,25.99,1.92,3.45,,,,,,98.37,mrwy33_phl5_10 Line 016 ,BaT,MRWY33,lava,5.82,2.14,0.02,1.68,0,0,5.31,0.3,0.39,0,0,0,0,0,0.36,3.64
57,42.5,13.28,0.07,0.85,9.64,0.02,0.02,26.04,1.94,3.53,,,,,,98.47,mrwy33_phl5_10 Line 017 ,BaT,MRWY33,lava,5.81,2.14,0.02,1.68,0,0,5.31,0.3,0.4,0,0,0,0,0,0.37,3.63
58,42.46,13.06,0.06,0.92,9.39,0.03,0.02,25.75,2.09,3.63,,,,,,98.29,mrwy33_phl5_10 Line 018 ,BaT,MRWY33,lava,5.83,2.11,0.02,1.64,0,0,5.27,0.32,0.42,0,0,0,0,0,0.4,3.6
59,42.23,12.61,0.09,1.55,9.52,0.02,0.02,24.82,2.92,4.08,,,,,,98.75,mrwy33_phl5_10 Line 019 ,BaT,MRWY33,lava,5.81,2.04,0.02,1.67,0,0,5.09,0.45,0.47,0,0,0,0,0,0.68,3.32
60,41.67,11.45,0.19,2.6,9.5,0.04,0.04,23.6,4.29,5.14,,,,,,99.42,mrwy33_phl5_10 Line 020 ,BaT,MRWY33,lava,5.76,1.87,0.05,1.68,0,0.01,4.87,0.67,0.59,0,0,0,0,0,1.14,2.86
61,41.12,10.4,0.26,3.29,9.63,0.04,0.04,22.64,5.14,5.76,,,,,,99.33,mrwy33_phl5_10 Line 021 ,BaT,MRWY33,lava,5.75,1.71,0.07,1.72,0,0.01,4.72,0.81,0.67,0,0,0,0,0,1.46,2.54
62,41.03,9.35,0.37,3.47,9.99,0.05,0.03,22.37,5.27,6.29,,,,,,99.48,mrwy33_phl5_10 Line 022 ,BaT,MRWY33,lava,5.79,1.55,0.1,1.8,0.01,0,4.7,0.84,0.74,0,0,0,0,0,1.55,2.45
63,40.69,8.82,0.45,3.41,10.07,0.01,0.03,22.14,5.24,6.69,,,,,,98.26,mrwy33_phl5_10 Line 023 ,BaT,MRWY33,lava,5.8,1.48,0.12,1.83,0,0,4.71,0.84,0.8,0,0,0,0,0,1.54,2.46
64,40.77,8.25,0.49,3.6,10.06,0.07,0.02,22.05,5.26,6.89,,,,,,98.49,mrwy33_phl5_10 Line 024 ,BaT,MRWY33,lava,5.84,1.39,0.14,1.84,0.01,0,4.71,0.85,0.83,0,0,0,0,0,1.63,2.37
65,40.8,7.77,0.56,3.61,9.94,0.08,0.02,21.8,5.37,7.42,,,,,,98.32,mrwy33_phl5_10 Line 025 ,BaT,MRWY33,lava,5.86,1.32,0.16,1.82,0.01,0,4.67,0.87,0.89,0,0,0,0,0,1.64,2.36
66,40.98,7.45,0.62,3.51,9.92,0.05,0.01,21.66,5.41,7.66,,,,,,98.34,mrwy33_phl5_10 Line 026 ,BaT,MRWY33,lava,5.89,1.26,0.17,1.82,0.01,0,4.64,0.88,0.92,0,0,0,0,0,1.6,2.4
67,40.97,7.05,0.7,3.59,9.92,0.04,0.02,21.63,5.29,8.03,,,,,,98.13,mrwy33_phl5_10 Line 027 ,BaT,MRWY33,lava,5.92,1.2,0.19,1.83,0.01,0,4.66,0.86,0.97,0,0,0,0,0,1.64,2.36
68,41.29,6.77,0.73,3.78,9.7,0.08,0.01,21.46,5.36,8.31,,,,,,98.31,mrwy33_phl5_10 Line 028 ,BaT,MRWY33,lava,5.95,1.15,0.2,1.78,0.01,0,4.61,0.87,1,0,0,0,0,0,1.72,2.28
69,41.28,6.37,0.74,3.55,9.82,0.08,0.01,21.27,5.33,8.74,,,,,,98.08,mrwy33_phl5_10 Line 029 ,BaT,MRWY33,lava,5.98,1.09,0.21,1.81,0.01,0,4.59,0.87,1.06,0,0,0,0,0,1.62,2.38
70,41.35,6.14,0.84,3.66,9.93,0.06,0.03,21.25,5.36,9.04,,,,,,98.71,mrwy33_phl5_10 Line 030 ,BaT,MRWY33,lava,5.98,1.05,0.24,1.83,0.01,0,4.58,0.88,1.09,0,0,0,0,0,1.67,2.33
71,41.39,5.86,0.86,3.66,9.92,0.08,0.03,21.23,5.24,9.2,,,,,,98.62,mrwy33_phl5_10 Line 031 ,BaT,MRWY33,lava,6.01,1,0.24,1.84,0.01,0.01,4.59,0.86,1.12,0,0,0,0,0,1.68,2.32
72,41.51,5.73,0.89,3.56,9.91,0.1,0.04,21.06,5.27,9.34,,,,,,98.58,mrwy33_phl5_10 Line 032 ,BaT,MRWY33,lava,6.03,0.98,0.25,1.83,0.01,0.01,4.56,0.86,1.13,0,0,0,0,0,1.63,2.37
73,41.32,5.64,0.93,3.56,9.85,0.07,0.03,20.85,5.33,9.47,,,,,,98.08,mrwy33_phl5_10 Line 033 ,BaT,MRWY33,lava,6.02,0.97,0.26,1.83,0.01,0,4.53,0.88,1.15,0,0,0,0,0,1.64,2.36
74,41.44,5.47,0.93,3.67,9.71,0.09,0.09,20.82,5.27,9.74,,,,,,98.47,mrwy33_phl5_10 Line 034 ,BaT,MRWY33,lava,6.04,0.94,0.26,1.81,0.01,0.01,4.53,0.87,1.19,0,0,0,0,0,1.69,2.31
75,41.79,5.13,1.01,3.58,9.43,0.09,0.76,20.49,5.28,9.93,,,,,,98.47,mrwy33_phl5_10 Line 035 ,BaT,MRWY33,lava,6.08,0.88,0.28,1.75,0.01,0.12,4.44,0.87,1.21,0,0,0,0,0,1.65,2.35
76,42.26,4.5,1.15,3.45,8.7,0.08,2.18,20.02,5.32,9.86,,,,,,98.54,mrwy33_phl5_10 Line 036 ,BaT,MRWY33,lava,6.13,0.77,0.32,1.61,0.01,0.34,4.33,0.87,1.2,0,0,0,0,0,1.58,2.42
77,42.15,4.44,1.12,3.6,9.03,0.1,1.29,20.36,5.25,10.31,,,,,,98.91,mrwy33_phl5_10 Line 037 ,BaT,MRWY33,lava,6.13,0.76,0.31,1.67,0.01,0.2,4.41,0.86,1.25,0,0,0,0,0,1.65,2.35
78,41.5,4.44,1.09,3.6,9.53,0.09,0.35,20.61,5.18,10.61,,,,,,98.25,mrwy33_phl5_10 Line 038 ,BaT,MRWY33,lava,6.1,0.77,0.31,1.79,0.01,0.06,4.51,0.86,1.3,0,0,0,0,0,1.67,2.33
79,41.31,4.43,1.03,3.63,9.65,0.08,0.08,20.76,5.06,10.45,,,,,,97.56,mrwy33_phl5_10 Line 039 ,BaT,MRWY33,lava,6.1,0.77,0.3,1.82,0.01,0.01,4.57,0.84,1.29,0,0,0,0,0,1.69,2.31
80,41.15,4.54,1.06,3.42,9.47,0.06,0.14,20.76,5.07,10.65,,,,,,97.54,mrwy33_phl5_10 Line 040 ,BaT,MRWY33,lava,6.08,0.79,0.3,1.79,0.01,0.02,4.57,0.84,1.32,0,0,0,0,0,1.6,2.4
81,42.68,11.84,0.18,1.77,10.86,0.04,0.02,24.27,2.75,2.85,,,,,,98.57,mrwy58_phl1_1 ,ZM,MRWY58,lava,5.94,1.94,0.05,1.93,0,0,5.03,0.43,0.33,0,0,0,0,0,0.78,3.22
82,42.12,12.28,0.11,1.76,11.02,0.02,0.01,24.54,2.76,2.93,,,,,,98.87,mrwy58_phl1_2 ,ZM,MRWY58,lava,5.85,2.01,0.03,1.95,0,0,5.08,0.43,0.34,0,0,0,0,0,0.77,3.23
83,41.65,12.4,0.14,1.75,10.84,0,0.03,24.09,2.66,2.73,,,,,,97.96,mrwy58_phl1_3 ,ZM,MRWY58,lava,5.85,2.05,0.04,1.94,0,0,5.05,0.42,0.32,0,0,0,0,0,0.78,3.22
84,41.87,12.43,0.13,2,10.95,0.04,0.03,24.2,2.77,2.87,,,,,,98.5,mrwy58_phl1_4 ,ZM,MRWY58,lava,5.84,2.04,0.03,1.95,0,0.01,5.03,0.44,0.33,0,0,0,0,0,0.88,3.12
85,41.76,12.6,0.12,1.67,10.84,0.01,0.02,24.36,2.76,2.8,,,,,,99.09,mrwy58_phl1_5 ,ZM,MRWY58,lava,5.82,2.07,0.03,1.93,0,0,5.07,0.43,0.33,0,0,0,0,0,0.73,3.27
86,42.07,12.6,0.14,1.7,10.96,0,0.01,24.64,3.09,3,,,,,,99.24,mrwy58_phl1_6 ,ZM,MRWY58,lava,5.79,2.05,0.04,1.92,0,0,5.06,0.48,0.34,0,0,0,0,0,0.74,3.26
87,42.02,12.22,0.14,1.69,11.06,0.02,0.01,24.7,2.8,2.95,,,,,,98.71,mrwy58_phl1_7 ,ZM,MRWY58,lava,5.83,2,0.04,1.96,0,0,5.11,0.44,0.34,0,0,0,0,0,0.74,3.26
88,42.13,12.26,0.14,1.78,10.93,0,0.01,24.5,2.57,2.82,,,,,,98.66,mrwy58_phl1_8 ,ZM,MRWY58,lava,5.88,2.01,0.04,1.95,0,0,5.09,0.4,0.33,0,0,0,0,0,0.79,3.21
89,41.83,12.44,0.12,1.73,10.77,0.04,0.02,24.68,3,2.81,,,,,,98.52,mrwy58_phl1_9 ,ZM,MRWY58,lava,5.8,2.03,0.03,1.91,0,0,5.1,0.47,0.33,0,0,0,0,0,0.76,3.24
90,42.51,12.13,0.14,1.91,10.87,0.01,0.02,24.75,2.63,2.99,,,,,,98.8,mrwy58_phl1_10 ,ZM,MRWY58,lava,5.89,1.98,0.04,1.92,0,0,5.11,0.41,0.35,0,0,0,0,0,0.84,3.16
91,41.61,12.46,0.12,1.82,10.92,0.03,0.01,24.5,2.69,2.83,,,,,,98.97,mrwy58_phl1_11 ,ZM,MRWY58,lava,5.82,2.05,0.03,1.95,0,0,5.11,0.42,0.33,0,0,0,0,0,0.8,3.2
92,41.77,12.57,0.14,1.72,10.79,0.01,0.02,23.86,2.73,2.85,,,,,,98.15,mrwy58_phl1_12 ,ZM,MRWY58,lava,5.86,2.08,0.04,1.93,0,0,4.99,0.43,0.33,0,0,0,0,0,0.76,3.24
100,42.45,11.86,0.15,1.66,11.04,0.03,0.02,25.36,2.57,3.19,,,,,,98.53,mrwy58_phl4_1 ,ZM,MRWY58,lava,5.86,1.93,0.04,1.94,0,0,5.22,0.4,0.37,0,0,0,0,0,0.72,3.28
101,41.54,12.24,0.14,1.63,10.86,0.01,0.02,24.66,2.6,2.95,,,,,,97.76,mrwy58_phl4_2 ,ZM,MRWY58,lava,5.82,2.02,0.04,1.94,0,0,5.15,0.41,0.35,0,0,0,0,0,0.72,3.28
102,41.89,12.25,0.15,1.8,10.92,0,0.02,24.39,2.56,2.82,,,,,,98.51,mrwy58_phl4_3 ,ZM,MRWY58,lava,5.87,2.02,0.04,1.95,0,0,5.09,0.4,0.33,0,0,0,0,0,0.8,3.2
103,41.93,12.38,0.17,1.71,11.01,0.05,0.02,24.47,2.6,2.82,,,,,,98.58,mrwy58_phl4_4 ,ZM,MRWY58,lava,5.85,2.04,0.05,1.96,0.01,0,5.09,0.41,0.33,0,0,0,0,0,0.75,3.25
104,42.14,12.35,0.14,1.77,11.12,0.02,0.02,25.06,2.43,2.87,,,,,,98.87,mrwy58_phl4_5 ,ZM,MRWY58,lava,5.84,2.02,0.04,1.97,0,0,5.18,0.38,0.33,0,0,0,0,0,0.78,3.22
105,41.76,12.29,0.13,1.66,10.95,0.04,0.02,24.99,2.5,2.91,,,,,,97.98,mrwy58_phl4_6 ,ZM,MRWY58,lava,5.82,2.02,0.04,1.95,0,0,5.2,0.39,0.34,0,0,0,0,0,0.73,3.27
106,41.89,12.2,0.16,1.65,10.94,0.01,0.03,24.23,2.66,2.89,,,,,,98.15,mrwy58_phl4_7 ,ZM,MRWY58,lava,5.87,2.01,0.04,1.96,0,0,5.06,0.42,0.34,0,0,0,0,0,0.73,3.27
107,41.73,12.37,0.13,1.67,10.99,0.02,0.02,24.56,2.5,2.98,,,,,,98,mrwy58_phl4_8 ,ZM,MRWY58,lava,5.84,2.04,0.03,1.96,0,0,5.12,0.4,0.35,0,0,0,0,0,0.74,3.26
108,41.97,12.31,0.24,2.25,10.81,0.02,0,25.3,2.24,3.19,,,,,,98.87,mrwy01_phl1_1 ,BT,MRWY01,lava,5.83,2.02,0.06,1.92,0,0,5.24,0.35,0.37,0,0,0,0,0,0.99,3.01
109,41.6,12.7,0.24,1.72,10.82,0.03,0,24.97,2.22,3.25,,,,,,98.75,mrwy01_phl1_2 ,BT,MRWY01,lava,5.8,2.09,0.06,1.92,0,0,5.19,0.35,0.38,0,0,0,0,0,0.76,3.24
110,41.49,12.68,0.28,1.94,10.7,0.01,0.03,24.39,2.2,3.07,,,,,,97.96,mrwy01_phl1_3 ,BT,MRWY01,lava,5.84,2.1,0.08,1.92,0,0,5.11,0.35,0.36,0,0,0,0,0,0.86,3.14
111,41.56,12.72,0.26,1.49,10.62,0.04,0.02,24.83,2.21,3.01,,,,,,98.32,mrwy01_phl1_4 ,BT,MRWY01,lava,5.82,2.1,0.07,1.9,0,0,5.18,0.35,0.35,0,0,0,0,0,0.66,3.34
112,41.82,12.64,0.26,1.54,10.76,0.02,0.02,25.25,2.19,2.9,,,,,,98.55,mrwy01_phl1_5 ,BT,MRWY01,lava,5.82,2.07,0.07,1.91,0,0,5.24,0.34,0.34,0,0,0,0,0,0.68,3.32
113,41.35,12.37,0.2,2.13,10.83,0.02,0.02,25.19,2.21,3.45,,,,,,97.8,mrwy01_phl2_1 ,BT,MRWY01,lava,5.79,2.04,0.05,1.93,0,0,5.26,0.35,0.4,0,0,0,0,0,0.94,3.06
114,41.74,12.67,0.2,1.74,10.77,0.04,0.03,25.27,2.16,3.14,,,,,,98.39,mrwy01_phl2_2 ,BT,MRWY01,lava,5.81,2.08,0.05,1.91,0,0,5.24,0.34,0.37,0,0,0,0,0,0.76,3.24
115,41.06,12.47,0.23,1.3,10.67,0.04,0.04,24.8,2.19,2.9,,,,,,97.01,mrwy01_phl2_3 ,BT,MRWY01,lava,5.8,2.08,0.06,1.92,0,0.01,5.23,0.35,0.34,0,0,0,0,0,0.58,3.42
116,41.44,12.77,0.21,1.57,10.84,0.03,0,25.1,2.19,3.09,,,,,,98.32,mrwy01_phl2_4 ,BT,MRWY01,lava,5.79,2.1,0.06,1.93,0,0,5.22,0.35,0.36,0,0,0,0,0,0.7,3.3
117,41.5,12.4,0.2,1.56,10.55,0,0.01,24.9,2.16,3.57,,,,,,97.93,mrwy01_phl2_5 ,BT,MRWY01,lava,5.82,2.05,0.06,1.89,0,0,5.21,0.34,0.42,0,0,0,0,0,0.69,3.31
118,41.26,12.16,0.23,2.61,10.67,0.03,0.02,24.59,2.12,4.02,,,,,,98.08,mrwy01_phl2_6 ,BT,MRWY01,lava,5.82,2.02,0.06,1.92,0,0,5.17,0.34,0.47,0,0,0,0,0,1.16,2.84
119,41.75,12.53,0.23,1.84,10.72,0,0.01,25.36,2.06,3.04,,,,,,98.29,mrwy01_phl2_7 ,BT,MRWY01,lava,5.82,2.06,0.06,1.91,0,0,5.27,0.32,0.36,0,0,0,0,0,0.81,3.19
120,41.2,12.81,0.25,1.34,10.74,0.01,0.01,24.58,2.15,2.99,,,,,,97.58,mrwy01_phl2_8 ,BT,MRWY01,lava,5.8,2.13,0.07,1.93,0,0,5.16,0.34,0.35,0,0,0,0,0,0.6,3.4
121,41.22,12.53,0.25,1.58,10.81,0.03,0.02,25.06,2.14,3.22,,,,,,97.65,mrwy01_phl2_9 ,BT,MRWY01,lava,5.79,2.07,0.07,1.94,0,0,5.25,0.34,0.38,0,0,0,0,0,0.7,3.3
122,42.15,12.3,0.24,3.57,10.78,0.03,0.05,25.13,2.27,3.66,,,,,,99.82,mrwy01_phl3_1 ,BT,MRWY01,lava,5.84,2.01,0.06,1.9,0,0.01,5.19,0.35,0.42,0,0,0,0,0,1.56,2.44
123,42.77,11.17,0.37,3.56,10.81,0.03,0.06,24.56,2.23,4.16,,,,,,99.27,mrwy01_phl3_2 ,BT,MRWY01,lava,5.96,1.84,0.1,1.92,0,0.01,5.11,0.35,0.48,0,0,0,0,0,1.57,2.43
124,42.07,12.19,0.22,3.18,10.82,0.05,0.04,24.87,2.18,3.6,,,,,,98.91,mrwy01_phl3_3 ,BT,MRWY01,lava,5.86,2,0.06,1.92,0.01,0.01,5.17,0.34,0.42,0,0,0,0,0,1.4,2.6
125,42.13,12.19,0.26,3.45,10.78,0.04,0.05,24.81,2.32,3.85,,,,,,99.52,mrwy01_phl3_4 ,BT,MRWY01,lava,5.85,1.99,0.07,1.91,0,0.01,5.13,0.36,0.45,0,0,0,0,0,1.52,2.48
126,41.52,11.65,0.21,3.02,10.41,0.05,0.55,23.58,2.18,5.09,,,,,,98.31,mrwy01_phl3_5 ,BT,MRWY01,lava,5.88,1.94,0.06,1.88,0.01,0.08,4.98,0.35,0.6,0,0,0,0,0,1.35,2.65
127,40.09,9.49,0.43,1.43,9.51,0.08,0.05,16.67,10.42,10.21,,,,,,102.12,mrwy01_phl3_6 ,BT,MRWY01,lava,5.5,1.53,0.11,1.66,0.01,0.01,3.41,1.61,1.17,0,0,0,0,0,0.62,3.38
128,40.35,9.95,0.39,1.88,9.62,0.09,0.06,19.06,8.36,8.24,,,,,,100.88,mrwy01_phl3_7 ,BT,MRWY01,lava,5.58,1.62,0.1,1.7,0.01,0.01,3.93,1.3,0.95,0,0,0,0,0,0.82,3.18
129,41.38,12.63,0.22,2.11,10.9,0.03,0,25.21,2.12,2.95,,,,,,98.43,mrwy01_phl4_1 ,BT,MRWY01,lava,5.79,2.08,0.06,1.95,0,0,5.26,0.33,0.35,0,0,0,0,0,0.93,3.07
130,42.07,12.68,0.26,2.26,10.83,0.02,0.02,24.74,2.17,3.05,,,,,,98.89,mrwy01_phl4_2 ,BT,MRWY01,lava,5.85,2.08,0.07,1.92,0,0,5.13,0.34,0.36,0,0,0,0,0,0.99,3.01
131,41.41,12.94,0.21,1.61,10.85,0.02,0.03,24.67,2.17,2.98,,,,,,98.55,mrwy01_phl4_3 ,BT,MRWY01,lava,5.8,2.14,0.06,1.94,0,0,5.15,0.34,0.35,0,0,0,0,0,0.71,3.29
132,41.57,12.84,0.23,1.31,10.92,0.03,0.01,25.02,2.18,2.87,,,,,,98.59,mrwy01_phl4_4 ,BT,MRWY01,lava,5.8,2.11,0.06,1.94,0,0,5.21,0.34,0.34,0,0,0,0,0,0.58,3.42
133,42.3,12.29,0.31,2.29,10.76,0.05,0.02,24.86,2.13,2.79,,,,,,98.72,mrwy01_phl4_5 ,BT,MRWY01,lava,5.9,2.02,0.08,1.91,0.01,0,5.17,0.33,0.33,0,0,0,0,0,1.01,2.99
134,41.69,12.7,0.24,1.36,10.78,0.03,0.01,24.75,2.2,2.76,,,,,,98.46,mrwy01_phl4_6 ,BT,MRWY01,lava,5.84,2.09,0.06,1.92,0,0,5.16,0.35,0.32,0,0,0,0,0,0.6,3.4
135,40.93,12.62,0.2,1.89,10.93,0.01,0.02,24.91,2.13,2.97,,,,,,98.13,mrwy01_phl4_7 ,BT,MRWY01,lava,5.78,2.1,0.05,1.97,0,0,5.24,0.34,0.35,0,0,0,0,0,0.84,3.16
136,41.38,12.59,0.24,1.81,10.78,0.01,0.03,24.64,2.12,3.21,,,,,,98.19,mrwy01_phl4_8 ,BT,MRWY01,lava,5.82,2.09,0.07,1.93,0,0,5.17,0.34,0.38,0,0,0,0,0,0.8,3.2
